,latitude,longitude,altitude,geometry,REGION,COUNCIL,WARD,SCHOOL_NAM,OWNERSHIP,REGISTRATI,LATITUDE,LONGITUDE,TOTAL_POPULATION
7901,-1.2525116,34.4707833,,Point,MARA,Tarime,Sirari,MASAFA,Non-Government,EM.14653,-1.2525116,34.4707833,210.0
7902,-1.4464007,34.6170773,,Point,MARA,Tarime,Gorong'a,MASANGA,Government,EM.6193,-1.4464007,34.6170773,1071.0
7903,-1.266832,34.4503881,,Point,MARA,Tarime,Regicheri,MASIAGA ENGLISH MEDIUM,Non-Government,EM.16346,-1.266832,34.4503881,192.0
7904,-1.4408585,34.3485566,,Point,MARA,Tarime,Kiore,MASOTA,Government,EM.17130,-1.4408585,34.3485566,516.0
7905,-1.3630028,34.4311203,,Point,MARA,Tarime,Gorong'a,MASURURA,Government,EM.6194,-1.3630028,34.4311203,534.0
7906,-1.2378688,34.3282979,,Point,MARA,Tarime,Susuni,MATAMANKWE,Government,EM.10324,-1.2378688,34.3282979,1054.0
7907,-1.468139,34.525826,,Point,MARA,Tarime,Matongo,MATARE,Government,EM.15644,-1.468139,34.525826,559.0
7908,-1.4674905,34.4715043,,Point,MARA,Tarime,Matongo,MATONGO,Government,EM.3315,-1.4674905,34.4715043,572.0
7909,-1.4066838,34.4625494,,Point,MARA,Tarime,Kibasuka,MONANKA,Government,EM.10473,-1.4066838,34.4625494,378.0
7910,-1.4688421,34.5679927,,Point,MARA,Tarime,Kemambo,MRITO,Government,EM.16347,-1.4688421,34.5679927,516.0
7911,-1.3507235,34.3697896,,Point,MARA,Tarime,Muriba,MURIBA,Government,EM.4237,-1.3507235,34.3697896,1060.0
7912,-1.3566384,34.6371416,,Point,MARA,Tarime,Nyasincha,MURINGI,Government,EM.17131,-1.3566384,34.6371416,541.0
7913,-1.2375643,34.4074923,,Point,MARA,Tarime,Mwema,MUUNGANO,Government,EM.14412,-1.2375643,34.4074923,452.0
7914,-1.4820056,34.5510733,,Point,MARA,Tarime,Kemambo,NG'ENG'I,Government,EM.17132,-1.4820056,34.5510733,752.0
7915,-1.2441012,34.4484441,,Point,MARA,Tarime,Regicheri,NG'ERENG'ERE,Government,EM.6195,-1.2441012,34.4484441,1379.0
7916,-1.4408585,34.3485566,,Point,MARA,Tarime,Kiore,NKEREGE,Government,EM.3550,-1.4408585,34.3485566,508.0
7917,-1.3552811,34.5987006,,Point,MARA,Tarime,Ganyange,NTAGACHA,Government,EM.3551,-1.3552811,34.5987006,705.0
7918,-1.4850136,34.523971,,Point,MARA,Tarime,Matongo,NYABICHUNE,Government,EM.11982,-1.4850136,34.523971,888.0
7919,-1.458775,34.5256353,,Point,MARA,Tarime,Kemambo,NYABIGENA,Government,EM.10175,-1.458775,34.5256353,834.0
7920,-1.3504374,34.3698448,,Point,MARA,Tarime,Susuni,NYABIRONGO,Government,EM.3552,-1.3504374,34.3698448,666.0
7921,-1.2837667,34.5164589,,Point,MARA,Tarime,Pemba,NYABISAGA,Government,EM.5015,-1.2837667,34.5164589,786.0
7922,-1.321702,34.543008,,Point,MARA,Tarime,Mbogi,NYABITOCHO,Government,EM.2477,-1.321702,34.543008,676.0
7923,-1.52800591,34.58231113,,Point,MARA,Tarime,Kemambo,NYABUSARA,Government,EM.6196,-1.52800591,34.58231113,779.0
7924,-1.362222,34.361453,,Point,MARA,Tarime,Kiore,NYAGISYA,Government,EM.5016,-1.362222,34.361453,708.0
7925,-1.2608526,34.4743468,,Point,MARA,Tarime,Sirari,NYAIROMA,Government,EM.12710,-1.2608526,34.4743468,1089.0
7926,-1.3274774,34.6179355,,Point,MARA,Tarime,Ganyange,NYAKALIMA,Government,EM.9374,-1.3274774,34.6179355,461.0
7927,-1.3572161,34.5541609,,Point,MARA,Tarime,Nyakonga,NYAKONGA,Government,EM.14084,-1.3572161,34.5541609,750.0
7928,-1.4065674,34.5080457,,Point,MARA,Tarime,Kibasuka,NYAKUNGURU 'A',Government,EM.5017,-1.4065674,34.5080457,1143.0
7929,-1.436243,34.4853363,,Point,MARA,Tarime,Kibasuka,NYAKUNGURU 'B',Government,EM.8917,-1.436243,34.4853363,791.0
7930,-1.3100757,34.5273678,,Point,MARA,Tarime,Mbogi,NYAMAHEHEYA,Government,EM.14085,-1.3100757,34.5273678,567.0
7931,-1.4404267,34.3886408,,Point,MARA,Tarime,Kibasuka,NYAMBECHE,Government,EM.17133,-1.4404267,34.3886408,346.0
7932,-1.2569182,34.4785624,,Point,MARA,Tarime,Nyamwaga,NYAMERAMA,Government,EM.17134,-1.2569182,34.4785624,162.0
7933,-1.4062396,34.5471085,,Point,MARA,Tarime,Kibasuka,NYAMICHALE,Government,EM.15103,-1.4062396,34.5471085,549.0
7934,-1.35635,34.6169793,,Point,MARA,Tarime,Nyamwaga,NYAMIRI,Government,EM.12711,-1.35635,34.6169793,767.0
7935,-1.405285,34.7113781,,Point,MARA,Tarime,Nyanungu,NYAMOMBARA,Government,EM.14086,-1.405285,34.7113781,1342.0
7936,-1.468139,34.525826,,Point,MARA,Tarime,Kemambo,NYAMONGO,Government,EM.868,-1.468139,34.525826,1431.0
7937,-1.394552,34.583398,,Point,MARA,Tarime,Nyamwaga,NYAMWAGA,Government,EM.6197,-1.394552,34.583398,618.0
7938,-1.3945526,34.5833984,,Point,MARA,Tarime,Nyamwaga,NYAMWAGA EAG(T),Non-Government,EM.17135,-1.3945526,34.5833984,315.0
7939,-1.3721314,34.4613538,,Point,MARA,Tarime,Binagi,NYAMWIGURA,Government,EM.5018,-1.3721314,34.4613538,453.0
7940,-1.5500037,34.8338681,,Point,MARA,Tarime,Nyanungu,NYANDAGE,Government,EM.13291,-1.5500037,34.8338681,708.0
7941,-1.457198,34.512487,,Point,MARA,Tarime,Matongo,NYANGOTO,Government,EM.869,-1.457198,34.512487,1182.0
7942,-1.3934845,34.6894819,,Point,MARA,Tarime,Itiryo,NYANKONI,Government,EM.7159,-1.3934845,34.6894819,1047.0
7943,-1.4207732,34.5664218,,Point,MARA,Tarime,Nyamwaga,NYANSANGERO,Government,EM.10629,-1.4207732,34.5664218,588.0
7944,-1.3541007,34.65013,,Point,MARA,Tarime,Nyasincha,NYANSINCHA,Government,EM.1294,-1.3541007,34.65013,840.0
7945,-1.4732448,34.6489624,,Point,MARA,Tarime,Gorong'a,NYANTARE,Government,EM.10176,-1.4732448,34.6489624,705.0
7946,-1.3566383,34.6371416,,Point,MARA,Tarime,Nyasincha,NYANTIRA,Government,EM.6198,-1.3566383,34.6371416,433.0
7947,-1.3720483,34.5136733,,Point,MARA,Tarime,Nyarero,NYARERO,Government,EM.870,-1.3720483,34.5136733,674.0
7948,-1.4170653,34.4407984,,Point,MARA,Tarime,Kibasuka,NYARWANA,Government,EM.3553,-1.4170653,34.4407984,465.0
7949,-1.3176733,34.4641659,,Point,MARA,Tarime,Binagi,NYASARICHO,Government,EM.5019,-1.3176733,34.4641659,584.0
7950,-1.3820483,34.5136733,,Point,MARA,Tarime,Nyarero,NYEIGERA,Government,EM.12712,-1.3820483,34.5136733,670.0
7951,-1.2883638,34.4781501,,Point,MARA,Tarime,Pemba,PEMBA,Government,EM.5020,-1.2883638,34.4781501,735.0
7952,-1.4608343,34.5242784,,Point,MARA,Tarime,Kemambo,POPE JOHN PAUL II,Non-Government,EM.14413,-1.4608343,34.5242784,308.0
7953,-1.2897366,34.4291483,,Point,MARA,Tarime,Regicheri,REMAGWE,Government,EM.764,-1.2897366,34.4291483,424.0
7954,-1.2897366,34.4291483,,Point,MARA,Tarime,Regicheri,RENGUMANCHE,Government,EM.17136,-1.2897366,34.4291483,647.0
7955,-1.3757499,34.4817457,,Point,MARA,Tarime,Nyarero,ROSANA,Government,EM.871,-1.3757499,34.4817457,566.0
7956,-1.2782638,34.4983723,,Point,MARA,Tarime,Pemba,SANG'ANGA,Government,EM.8991,-1.2782638,34.4983723,526.0
7957,-1.2605838,34.4740218,,Point,MARA,Tarime,Sirari,SIRARI,Government,EM.1638,-1.2605838,34.4740218,1419.0
7958,-1.2503033,34.4774116,,Point,MARA,Tarime,Sirari,SIRARI SAMARITAN,Non-Government,EM.16855,-1.2503033,34.4774116,354.0
7959,-1.3502666,34.3698873,,Point,MARA,Tarime,Komaswa,SOMBANYASOKO,Government,EM.5021,-1.3502666,34.3698873,461.0
7960,-1.3535765,34.4852792,,Point,MARA,Tarime,Nyarero,SORONETA,Government,EM.4239,-1.3535765,34.4852792,588.0
7961,-1.276711,34.4450241,,Point,MARA,Tarime,Regicheri,ST. MAGRETH,Non-Government,EM.15645,-1.276711,34.4450241,297.0
7962,-1.256343,34.4744053,,Point,MARA,Tarime,Sirari,ST. MICHAEL ENG.MED,Non-Government,EM.16856,-1.256343,34.4744053,304.0
7963,-1.3503409,34.366177,,Point,MARA,Tarime,Nyamwaga,ST.AUGUSTINO - NYAMWAGA,Non-Government,EM.15646,-1.3503409,34.366177,215.0
7964,-1.4468116,34.6007251,,Point,MARA,Tarime,Gorong'a,ST.CATHERINE LABOURE,Non-Government,EM.14849,-1.4468116,34.6007251,192.0
7965,-1.255439,34.3017604,,Point,MARA,Tarime,Bumera,TAISI,Government,EM.16348,-1.255439,34.3017604,528.0
7966,-1.3721314,34.4613538,,Point,MARA,Tarime,Binagi,TUMAINI,Government,EM.15104,-1.3721314,34.4613538,561.0
7967,-1.2844483,34.3234887,,Point,MARA,Tarime,Bumera,TURUGETI,Government,EM.4240,-1.2844483,34.3234887,618.0
7968,-1.1414304,34.2187436,,Point,MARA,Tarime,Susuni,UMOJA,Government,EM.17137,-1.1414304,34.2187436,448.0
7969,-1.2708242,34.3829358,,Point,MARA,Tarime,Mwema,WAKULIMA,Government,EM.15105,-1.2708242,34.3829358,390.0
7970,-1.4404267,34.3886408,,Point,MARA,Tarime,Kibasuka,WEIGITA,Government,EM.2917,-1.4404267,34.3886408,394.0
7971,-1.34023724,34.3830665,,Point,MARA,Tarime TC,Sabasaba,AZIMIO,Government,EM.13292,-1.34023724,34.3830665,684.0
7972,-1.34642056,34.4391645,,Point,MARA,Tarime TC,Ketare,BINAGI,Government,EM.14087,-1.34642056,34.4391645,475.0
7973,-1.3353533,34.3712901,,Point,MARA,Tarime TC,Nyamisangura,BUGOSI,Government,EM.17138,-1.3353533,34.3712901,916.0
7974,-1.3530913,34.3906983,,Point,MARA,Tarime TC,Turwa,BUGUTI,Government,EM.15647,-1.3530913,34.3906983,2805.0
7975,-1.3518566,34.3635477,,Point,MARA,Tarime TC,Bomani,BUHEMBA,Government,EM.5022,-1.3518566,34.3635477,693.0
7976,-1.3489954,34.3267832,,Point,MARA,Tarime TC,Nyandoto,GAMASARA,Government,EM.1075,-1.3489954,34.3267832,968.0
7977,-1.3315669,34.378796,,Point,MARA,Tarime TC,Nyamisangura,HEAVEN ENGLISH MEDIUM,Non-Government,EM.16857,-1.3315669,34.378796,257.0
7978,-1.3438792,34.3783187,,Point,MARA,Tarime TC,Nkende,KEMAIRI,Government,EM.11983,-1.3438792,34.3783187,551.0
7979,-1.3392916,34.3815849,,Point,MARA,Tarime TC,Nyandoto,KEMANGE,Government,EM.6199,-1.3392916,34.3815849,795.0
7980,-1.3882387,34.407067,,Point,MARA,Tarime TC,Kenyamanyori,KENYAMANYORI,Government,EM.4241,-1.3882387,34.407067,796.0
7981,-1.375023,34.4169484,,Point,MARA,Tarime TC,Ketare,KIBUMAYE,Government,EM.1639,-1.375023,34.4169484,758.0
7982,-1.3393279,34.3815652,,Point,MARA,Tarime TC,Kenyamanyori,MACHORI,Government,EM.13293,-1.3393279,34.3815652,642.0
7983,-1.3082304,34.4084659,,Point,MARA,Tarime TC,Nkende,MAGENA,Government,EM.5023,-1.3082304,34.4084659,800.0
7984,-1.340037,34.3803194,,Point,MARA,Tarime TC,Sabasaba,MAPINDUZI,Government,EM.13294,-1.340037,34.3803194,790.0
7985,-1.3732725,34.4186727,,Point,MARA,Tarime TC,Ketare,MOGABIRI,Government,EM.13702,-1.3732725,34.4186727,493.0
7986,-1.3377554,34.3905232,,Point,MARA,Tarime TC,Sabasaba,MSATI HILL CREST,Non-Government,EM.15106,-1.3377554,34.3905232,216.0
7987,-1.3846632,34.3862184,,Point,MARA,Tarime TC,Kenyamanyori,MTAHURU,Government,EM.13295,-1.3846632,34.3862184,758.0
7988,-1.3524489,34.3899552,,Point,MARA,Tarime TC,Turwa,MTURU,Government,EM.13296,-1.3524489,34.3899552,1693.0
7989,-1.3748228,34.4168037,,Point,MARA,Tarime TC,Ketare,MUDERSPACH,Non-Government,EM.13703,-1.3748228,34.4168037,370.0
7990,-1.3501855,34.3861896,,Point,MARA,Tarime TC,Turwa,MWERA VISION,Non-Government,EM.14654,-1.3501855,34.3861896,184.0
7991,-1.3258066,34.3894798,,Point,MARA,Tarime TC,Nkende,NKENDE,Government,EM.153,-1.3258066,34.3894798,1627.0
7992,-1.3466176,34.4391961,,Point,MARA,Tarime TC,Ketare,NKONGORE,Government,EM.4242,-1.3466176,34.4391961,406.0
7993,-1.3231651,34.4341929,,Point,MARA,Tarime TC,Ketare,NTABURO,Government,EM.16858,-1.3231651,34.4341929,355.0
7994,-1.3195287,34.3530945,,Point,MARA,Tarime TC,Nyandoto,NYAGESESE,Government,EM.16859,-1.3195287,34.3530945,435.0
7995,-1.34195032,34.37446258,,Point,MARA,Tarime TC,Nyamisangura,NYAMISANGURA,Government,EM.2276,-1.34195032,34.37446258,754.0
7996,-1.3257724,34.4171188,,Point,MARA,Tarime TC,Nkende,NYAMWINO,Government,EM.14088,-1.3257724,34.4171188,470.0
7997,-1.2848371,34.36716121,,Point,MARA,Tarime TC,Nyandoto,NYANDOTO,Government,EM.10474,-1.2848371,34.36716121,351.0
7998,-1.3786279,34.3582276,,Point,MARA,Tarime TC,Nyandoto,NYASURURA,Government,EM.14089,-1.3786279,34.3582276,586.0
7999,-1.3524006,34.3899866,,Point,MARA,Tarime TC,Turwa,REBU,Government,EM.2149,-1.3524006,34.3899866,1979.0
8000,-1.3410803,34.3738251,,Point,MARA,Tarime TC,Nyamisangura,RONSOTI,Government,EM.13297,-1.3410803,34.3738251,813.0
8001,-1.3401142,34.3804394,,Point,MARA,Tarime TC,Sabasaba,SABASABA,Government,EM.2647,-1.3401142,34.3804394,232.0
8002,-1.3447187,34.3560215,,Point,MARA,Tarime TC,Nyandoto,ST JUDE,Non-Government,EM.14090,-1.3447187,34.3560215,541.0
8003,-1.3682529,34.3712866,,Point,MARA,Tarime TC,Kenyamanyori,TAGOTA,Government,EM.4243,-1.3682529,34.3712866,923.0
8004,-1.341711,34.3742229,,Point,MARA,Tarime TC,Nyamisangura,TARIME,Government,EM.13298,-1.341711,34.3742229,773.0
8005,-1.3411942,34.374036,,Point,MARA,Tarime TC,Nyamisangura,TURWA,Government,EM.317,-1.3411942,34.374036,1216.0
8006,-9.1506825,33.795049,,Point,MBEYA,Busokelo,Kandete,ANGAZA.ENGLISHMEDIUM.,Government,EM.15319,-9.1506825,33.795049,379.0
8007,-9.3212674,33.7062105,,Point,MBEYA,Busokelo,Lupata,BUJESI,Government,EM.3106,-9.3212674,33.7062105,390.0
8008,-9.1735646,33.7921398,,Point,MBEYA,Busokelo,Kandete,BUJINGIJILA,Government,EM.6200,-9.1735646,33.7921398,135.0
8009,-9.3467716,33.8633449,,Point,MBEYA,Busokelo,Itete,BUSOKA,Government,EM.6201,-9.3467716,33.8633449,305.0
8010,-9.2969868,33.8425872,,Point,MBEYA,Busokelo,Itete,BUTOLA,Government,EM.7160,-9.2969868,33.8425872,355.0
8011,-9.2461804,33.6572614,,Point,MBEYA,Busokelo,Mpombo,BWILANDO,Government,EM.11984,-9.2461804,33.6572614,207.0
8012,-9.2535857,33.8297633,,Point,MBEYA,Busokelo,Lwangwa,IKAMA,Government,EM.3316,-9.2535857,33.8297633,299.0
8013,-9.3578285,33.7969848,,Point,MBEYA,Busokelo,Kambasegela,IKAPU,Government,EM.7161,-9.3578285,33.7969848,309.0
8014,-9.1616927,33.7904444,,Point,MBEYA,Busokelo,Kandete,IPELO,Government,EM.7162,-9.1616927,33.7904444,188.0
8015,-9.1845893,33.7760404,,Point,MBEYA,Busokelo,Mpombo,IPOMA,Government,EM.5024,-9.1845893,33.7760404,375.0
8016,-9.13248,33.79544,,Point,MBEYA,Busokelo,Luteba,IPYELA,Government,EM.5025,-9.13248,33.79544,210.0
8017,-9.1814233,33.8265683,,Point,MBEYA,Busokelo,Isange,ISANGE,Government,EM.4244,-9.1814233,33.8265683,510.0
8018,-9.176278,33.778148,,Point,MBEYA,Busokelo,Luteba,ITEBE,Government,EM.7163,-9.176278,33.778148,194.0
8019,-9.3054333,33.8502066,,Point,MBEYA,Busokelo,Itete,ITETE,Government,EM.4245,-9.3054333,33.8502066,437.0
8020,-9.1497196,33.799771,,Point,MBEYA,Busokelo,Luteba,ITETE-LUTEBA,Government,EM.7164,-9.1497196,33.799771,297.0
8021,-9.1495167,33.7943639,,Point,MBEYA,Busokelo,Kandete,KANDETE,Government,EM.318,-9.1495167,33.7943639,688.0
8022,-9.247126,33.771653,,Point,MBEYA,Busokelo,Mpata,KANYELELE,Government,EM.7165,-9.247126,33.771653,317.0
8023,-9.4512683,33.8543466,,Point,MBEYA,Busokelo,Ntaba,KAPULA,Government,EM.6202,-9.4512683,33.8543466,170.0
8024,-9.2669683,33.8107003,,Point,MBEYA,Busokelo,Kabula,KAPYU,Government,EM.8112,-9.2669683,33.8107003,166.0
8025,-9.18301,33.792722,,Point,MBEYA,Busokelo,Mpombo,KASANGA,Government,EM.3317,-9.18301,33.792722,394.0
8026,-9.2852166,33.8046916,,Point,MBEYA,Busokelo,Lupata,KASANGALI,Government,EM.1810,-9.2852166,33.8046916,354.0
8027,-9.4899897,33.8878079,,Point,MBEYA,Busokelo,Kisegese,KASYABONE,Government,EM.2563,-9.4899897,33.8878079,309.0
8028,-9.3510283,33.88197333,,Point,MBEYA,Busokelo,Itete,KIBOLE,Government,EM.2789,-9.3510283,33.88197333,264.0
8029,-9.2956159,33.8679186,,Point,MBEYA,Busokelo,Lufilyo,KIFUNDA,Government,EM.6203,-9.2956159,33.8679186,259.0
8030,-9.125327,33.829948,,Point,MBEYA,Busokelo,Luteba,KILASI,Government,EM.2918,-9.125327,33.829948,256.0
8031,-9.3510283,33.8819733,,Point,MBEYA,Busokelo,Itete,KILUGU,Government,EM.7166,-9.3510283,33.8819733,242.0
8032,-9.4049902,33.7527414,,Point,MBEYA,Busokelo,Ntaba,KINGILI,Government,EM.1295,-9.4049902,33.7527414,839.0
8033,-9.1469948,33.7975376,,Point,MBEYA,Busokelo,Kandete,KISALALA,Government,EM.1959,-9.1469948,33.7975376,459.0
8034,-9.4078066,33.90856833,,Point,MBEYA,Busokelo,Kisegese,KISEGESE,Government,EM.6204,-9.4078066,33.90856833,568.0
8035,-9.2641848,33.6485218,,Point,MBEYA,Busokelo,Kabula,LUBAGA,Government,EM.6205,-9.2641848,33.6485218,149.0
8036,-9.118307,33.811017,,Point,MBEYA,Busokelo,Luteba,LUBALA,Government,EM.6206,-9.118307,33.811017,457.0
8037,-9.2661824,33.8193211,,Point,MBEYA,Busokelo,Lufilyo,LUFILYO,Government,EM.573,-9.2661824,33.8193211,484.0
8038,-9.179912,33.7820625,,Point,MBEYA,Busokelo,Kandete,LUGOMBO,Government,EM.1730,-9.179912,33.7820625,150.0
8039,-9.237054,33.830797,,Point,MBEYA,Busokelo,Lwangwa,LUKASI,Government,EM.3107,-9.237054,33.830797,338.0
8040,-9.26778867,33.84060554,,Point,MBEYA,Busokelo,Lwangwa,LUPASO,Government,EM.2790,-9.26778867,33.84060554,235.0
8041,-9.302157,33.831455,,Point,MBEYA,Busokelo,Lupata,LUPATA,Government,EM.1296,-9.302157,33.831455,501.0
8042,-9.183012,33.792722,,Point,MBEYA,Busokelo,Mpombo,LUSANJE,Government,EM.872,-9.183012,33.792722,387.0
8043,-9.2829815,33.8657572,,Point,MBEYA,Busokelo,Lufilyo,LUSUNGO,Government,EM.6207,-9.2829815,33.8657572,286.0
8044,-9.2712,33.83813478,,Point,MBEYA,Busokelo,Kabula,LWANGWA,Government,EM.5026,-9.2712,33.83813478,746.0
8045,-9.351488,33.823508,,Point,MBEYA,Busokelo,Lupata,MALEMA,Government,EM.6208,-9.351488,33.823508,320.0
8046,-9.2544016,33.7931133,,Point,MBEYA,Busokelo,Kabula,MANOW,Government,EM.502,-9.2544016,33.7931133,298.0
8047,-9.1817619,33.7746431,,Point,MBEYA,Busokelo,Mpombo,MAPAMBANO,Government,EM.1960,-9.1817619,33.7746431,656.0
8048,-9.4042283,33.8347954,,Point,MBEYA,Busokelo,Kambasegela,MASUNDO,Government,EM.7167,-9.4042283,33.8347954,195.0
8049,-9.546785,33.793198,,Point,MBEYA,Busokelo,Kambasegela,MBAMBO,Government,EM.2478,-9.546785,33.793198,834.0
8050,-9.210113,33.825384,,Point,MBEYA,Busokelo,Lwangwa,MBIGILI,Government,EM.7168,-9.210113,33.825384,602.0
8051,-9.2251966,33.8403499,,Point,MBEYA,Busokelo,Lwangwa,MBISA,Government,EM.7169,-9.2251966,33.8403499,171.0
8052,-9.268236,33.747,,Point,MBEYA,Busokelo,Mpata,MPATA,Government,EM.1297,-9.268236,33.747,264.0
8053,-9.1716316,33.8153466,,Point,MBEYA,Busokelo,Isange,MPOMBO,Government,EM.7170,-9.1716316,33.8153466,180.0
8054,-9.4156199,33.8234999,,Point,MBEYA,Busokelo,Ntaba,MWANGAZA,Government,EM.3872,-9.4156199,33.8234999,1398.0
8055,-9.1648933,33.7589483,,Point,MBEYA,Busokelo,Kandete,NDALA,Government,EM.2564,-9.1648933,33.7589483,301.0
8056,-9.4453206,33.9763232,,Point,MBEYA,Busokelo,Kisegese,NDOBO,Government,EM.6209,-9.4453206,33.9763232,229.0
8057,-9.2999013,33.9141266,,Point,MBEYA,Busokelo,Lufilyo,NDUBI,Government,EM.6210,-9.2999013,33.9141266,361.0
8058,-9.3148066,33.8841599,,Point,MBEYA,Busokelo,Itete,NGANA,Government,EM.3554,-9.3148066,33.8841599,178.0
8059,-9.42813333,33.9268883,,Point,MBEYA,Busokelo,Kisegese,NGELEKA,Government,EM.6211,-9.42813333,33.9268883,207.0
8060,-9.268189,33.814436,,Point,MBEYA,Busokelo,Mpata,NGULULWALE,Government,EM.7171,-9.268189,33.814436,175.0
8061,-9.2671848,33.8345915,,Point,MBEYA,Busokelo,Lwangwa,NKUYU,Government,EM.5027,-9.2671848,33.8345915,294.0
8062,-9.1623866,33.8286716,,Point,MBEYA,Busokelo,Isange,NSANGA,Government,EM.1640,-9.1623866,33.8286716,253.0
8063,-9.4156199,33.8234949,,Point,MBEYA,Busokelo,Kambasegela,NTABA,Government,EM.1961,-9.4156199,33.8234949,297.0
8064,-9.4710674,33.9065207,,Point,MBEYA,Busokelo,Lupata,NTAPISI,Government,EM.7172,-9.4710674,33.9065207,215.0
8065,-9.2570666,33.7441866,,Point,MBEYA,Busokelo,Mpata,NYANGA,Government,EM.7173,-9.2570666,33.7441866,375.0
8066,-9.162935,33.8287816,,Point,MBEYA,Busokelo,Isange,SANGANILO,Government,EM.6212,-9.162935,33.8287816,230.0
8067,-7.4594584,33.42709,,Point,MBEYA,Chunya,Mafyeko,BITIMANYANGA,Government,EM.5028,-7.4594584,33.42709,1461.0
8068,-8.6470317,33.560325,,Point,MBEYA,Chunya,Chalangwa,CHALANGWA,Government,EM.2045,-8.6470317,33.560325,795.0
8069,-8.5124667,33.4260267,,Point,MBEYA,Chunya,Chokaa,CHOKAA,Government,EM.7803,-8.5124667,33.4260267,875.0
8070,-8.53044,33.42621,,Point,MBEYA,Chunya,Itewe,CHUNYAKATI,Government,EM.1298,-8.53044,33.42621,756.0
8071,-8.5266583,33.417495,,Point,MBEYA,Chunya,Itewe,CHUNYAMJINI,Government,EM.2919,-8.5266583,33.417495,1124.0
8072,-8.5227548,33.4893191,,Point,MBEYA,Chunya,Chokaa,GODIMA,Government,EM.9170,-8.5227548,33.4893191,577.0
8073,-8.6827745,33.5780955,,Point,MBEYA,Chunya,Sangambi,IDENDERUKA,Government,EM.13299,-8.6827745,33.5780955,413.0
8074,-8.70819,33.27881,,Point,MBEYA,Chunya,Ifumbo,IFUMBO,Government,EM.11985,-8.70819,33.27881,584.0
8075,-7.5131678,33.2030689,,Point,MBEYA,Chunya,Matwiga,IGOMAA,Government,EM.4246,-7.5131678,33.2030689,533.0
8076,-7.8381974,33.3504216,,Point,MBEYA,Chunya,Matwiga,ISANGAWANA,Government,EM.10177,-7.8381974,33.3504216,1446.0
8077,-8.5928933,33.4983833,,Point,MBEYA,Chunya,Mbugani,ISENYELA,Government,EM.14091,-8.5928933,33.4983833,210.0
8078,-8.6505999,33.5513916,,Point,MBEYA,Chunya,Chalangwa,ISEWE,Government,EM.13300,-8.6505999,33.5513916,829.0
8079,-8.70927,33.28464,,Point,MBEYA,Chunya,Ifumbo,ITETE,Government,EM.3108,-8.70927,33.28464,437.0
8080,-8.3407536,33.2726136,,Point,MBEYA,Chunya,Chalangwa,ITUMBA,Government,EM.9260,-8.3407536,33.2726136,421.0
8081,-8.4725769,33.3161611,,Point,MBEYA,Chunya,Matundasi,ITUMBI,Government,EM.11379,-8.4725769,33.3161611,1414.0
8082,-8.6779217,33.4855167,,Point,MBEYA,Chunya,Chalangwa,IZUMBI,Government,EM.11380,-8.6779217,33.4855167,92.0
8083,-8.0037886,33.2984557,,Point,MBEYA,Chunya,Mtanila,KALANGALI,Government,EM.8645,-8.0037886,33.2984557,299.0
8084,-7.1444961,33.4857816,,Point,MBEYA,Chunya,Kambikatoto,KAMBIKATOTO,Government,EM.2479,-7.1444961,33.4857816,794.0
8085,-8.02066,33.39037,,Point,MBEYA,Chunya,Mtanila,KASASYA,Government,EM.16349,-8.02066,33.39037,498.0
8086,-8.5534432,33.4359324,,Point,MBEYA,Chunya,Mbugani,KEN GOLD,Non-Government,EM.17742,-8.5534432,33.4359324,316.0
8087,-8.5201983,33.4176016,,Point,MBEYA,Chunya,Chokaa,KIBAONI,Government,EM.9261,-8.5201983,33.4176016,604.0
8088,-8.418132,33.158523,,Point,MBEYA,Chunya,Makongolosi,KILOMBERO,Government,EM.11986,-8.418132,33.158523,423.0
8089,-8.41238,33.17676,,Point,MBEYA,Chunya,Bwawani,KIPOKA,Government,EM.10475,-8.41238,33.17676,620.0
8090,-8.0950499,33.2589733,,Point,MBEYA,Chunya,Mamba,KISALASI,Government,EM.13704,-8.0950499,33.2589733,880.0
8091,-8.5475176,33.4378321,,Point,MBEYA,Chunya,Mbugani,KIWANJA,Government,EM.1811,-8.5475176,33.4378321,239.0
8092,-8.3464923,33.2002922,,Point,MBEYA,Chunya,Mkola,LOGYA,Government,EM.13705,-8.3464923,33.2002922,525.0
8093,-8.1543824,33.1448744,,Point,MBEYA,Chunya,Upendo,LOLA,Government,EM.15648,-8.1543824,33.1448744,516.0
8094,-7.5525431,33.3346324,,Point,MBEYA,Chunya,Lualaje,LUALAJE,Government,EM.2920,-7.5525431,33.3346324,569.0
8095,-8.0308765,33.2587654,,Point,MBEYA,Chunya,Lupa,LUPA,Government,EM.11987,-8.0308765,33.2587654,1370.0
8096,-8.708191,33.27881,,Point,MBEYA,Chunya,Ifumbo,LUPAMARKET,Government,EM.13301,-8.708191,33.27881,174.0
8097,-8.01399,33.159333,,Point,MBEYA,Chunya,Lupa,LUPATINGATINGA,Government,EM.2389,-8.01399,33.159333,866.0
8098,-8.527558,33.2046584,,Point,MBEYA,Chunya,Lupa,LYESELO,Government,EM.13302,-8.527558,33.2046584,677.0
8099,-7.449535,33.438039,,Point,MBEYA,Chunya,Mafyeko,MAFYEKO,Government,EM.3109,-7.449535,33.438039,1470.0
