,latitude,longitude,altitude,geometry,REGION,COUNCIL,WARD,SCHOOL_NAM,OWNERSHIP,REGISTRATI,LATITUDE,LONGITUDE,TOTAL_POPULATION
0,-3.3620171,36.6856885,,Point,ARUSHA,Arusha,Kiranyi,ALBEHIJE,Non-Government,EM.13504,-3.3620171,36.6856885,118.0
1,-3.3579834,36.6780255,,Point,ARUSHA,Arusha,Kiranyi,ARUSHA VICTORY,Non-Government,EM.14963,-3.3579834,36.6780255,213.0
2,-3.385133,36.5491474,,Point,ARUSHA,Arusha,Mateves,ASSALAF,Non-Government,EM.14964,-3.385133,36.5491474,432.0
3,-3.3403253,36.7431434,,Point,ARUSHA,Arusha,Bangata,BANGATA,Government,EM.1865,-3.3403253,36.7431434,414.0
4,-3.3639833,36.5626783,,Point,ARUSHA,Arusha,Mateves,BETHANY,Non-Government,EM.17663,-3.3639833,36.5626783,312.0
5,-3.36329,36.60316,,Point,ARUSHA,Arusha,Olorien,BLUE BELL,Non-Government,EM.17411,-3.36329,36.60316,402.0
6,-3.6076467,36.8447191,,Point,ARUSHA,Arusha,Bwawani,BWAWANI,Government,EM.4030,-3.6076467,36.8447191,357.0
7,-3.3773035,36.5862759,,Point,ARUSHA,Arusha,Mateves,DEANERY,Non-Government,EM.16671,-3.3773035,36.5862759,556.0
8,-3.4506519,36.7924085,,Point,ARUSHA,Arusha,Mlangarini,DINKA,Non-Government,EM.15916,-3.4506519,36.7924085,67.0
9,-3.9392741,36.360456,,Point,ARUSHA,Arusha,Sokon II,EBENEZER,Non-Government,EM.14754,-3.9392741,36.360456,78.0
10,-3.2983403,36.6267205,,Point,ARUSHA,Arusha,Olturumet,EKENYWA,Government,EM.11557,-3.2983403,36.6267205,712.0
11,-3.310745,36.645403,,Point,ARUSHA,Arusha,Olmotonyi,EKICA,Non-Government,EM.17488,-3.310745,36.645403,148.0
12,-3.3080883,36.6489966,,Point,ARUSHA,Arusha,Olmotonyi,EMAOI,Government,EM.6937,-3.3080883,36.6489966,1055.0
13,-3.3227865,36.6515627,,Point,ARUSHA,Arusha,Tarakwa,ENDOINYOESOYE,Government,EM.6938,-3.3227865,36.6515627,718.0
14,-3.2379416,36.5442366,,Point,ARUSHA,Arusha,Mwandet,ENGALAONI,Government,EM.4031,-3.2379416,36.5442366,1181.0
15,-3.3722475,36.7538238,,Point,ARUSHA,Arusha,Bangata,ENGIKARETI,Government,EM.14567,-3.3722475,36.7538238,423.0
16,-3.3472802,36.6992602,,Point,ARUSHA,Arusha,Moivo,ENGILANG'ET,Non-Government,EM.15190,-3.3472802,36.6992602,173.0
17,-3.2327941,36.6422835,,Point,ARUSHA,Arusha,Lemanyata,ENGORIKA,Government,EM.12373,-3.2327941,36.6422835,971.0
18,-3.0463618,36.7477283,,Point,ARUSHA,Arusha,Oldonyowass,ENGUTUKOIT,Government,EM.10548,-3.0463618,36.7477283,294.0
19,-3.4320129,36.6517247,,Point,ARUSHA,Arusha,Laroi,ENJORO,Government,EM.13505,-3.4320129,36.6517247,485.0
20,-3.3618709,36.6685859,,Point,ARUSHA,Arusha,Kiranyi,ENYUATA,Government,EM.7602,-3.3618709,36.6685859,794.0
21,-3.3373669,36.5598478,,Point,ARUSHA,Arusha,Musa,EUNOTO,Government,EM.14965,-3.3373669,36.5598478,557.0
22,-3.3551844,36.6921826,,Point,ARUSHA,Arusha,Moivo,GOODWILL,Non-Government,EM.14966,-3.3551844,36.6921826,215.0
23,-3.3475766,36.6696166,,Point,ARUSHA,Arusha,Kiranyi,GRACIOUS,Non-Government,EM.15917,-3.3475766,36.6696166,280.0
24,-3.3624253,36.7056632,,Point,ARUSHA,Arusha,Kiutu,GREEN ACRES,Non-Government,EM.9579,-3.3624253,36.7056632,883.0
25,-3.346742,36.7242141,,Point,ARUSHA,Arusha,Kiutu,GREEN PASTURES,Non-Government,EM.17505,-3.346742,36.7242141,495.0
26,-3.4711334,36.6567329,,Point,ARUSHA,Arusha,Laroi,HEDA,Non-Government,EM.17467,-3.4711334,36.6567329,237.0
27,-3.3394526,36.7407011,,Point,ARUSHA,Arusha,Bangata,IKIRWA,Non-Government,EM.15402,-3.3394526,36.7407011,153.0
28,-3.3641707,36.7056296,,Point,ARUSHA,Arusha,Ilboru,ILBORU,Government,EM.656,-3.3641707,36.7056296,1477.0
29,-3.3497765,36.6864527,,Point,ARUSHA,Arusha,Ilboru,ILBORU LUTHERAN,Non-Government,EM.16990,-3.3497765,36.6864527,379.0
30,-3.3567017,36.5261733,,Point,ARUSHA,Arusha,Kisongo,ILKERIN,Government,EM.10715,-3.3567017,36.5261733,495.0
31,-3.3178416,36.6848933,,Point,ARUSHA,Arusha,Ilkiding'a,ILKIDING'A,Government,EM.1171,-3.3178416,36.6848933,1415.0
32,-3.317492,36.965646,,Point,ARUSHA,Arusha,Ilkiding'a,ILKISONGO,Government,EM.15191,-3.317492,36.965646,873.0
33,-3.356937,36.676662,,Point,ARUSHA,Arusha,Kiranyi,ILKIUREI,Government,EM.10716,-3.356937,36.676662,782.0
34,-3.3622783,36.7075383,,Point,ARUSHA,Arusha,Olmotonyi,ILKONERE,Government,EM.14309,-3.3622783,36.7075383,680.0
35,-3.2264657,36.6184642,,Point,ARUSHA,Arusha,Olkokola,ILKUROT,Government,EM.6939,-3.2264657,36.6184642,1113.0
36,-3.2489526,36.5856477,,Point,ARUSHA,Arusha,Mwandet,IMBIBIA,Government,EM.5787,-3.2489526,36.5856477,831.0
37,-3.3179444,36.6455555,,Point,ARUSHA,Arusha,Kimnyaki,ISLONG,Non-Government,EM.15918,-3.3179444,36.6455555,906.0
38,-3.3431873,36.6461204,,Point,ARUSHA,Arusha,Olorien,J.K. NYERERE,Government,EM.10887,-3.3431873,36.6461204,619.0
39,-3.3437167,36.6811666,,Point,ARUSHA,Arusha,Olturoto,JOBREAS,Non-Government,EM.17449,-3.3437167,36.6811666,177.0
40,-3.1876998,36.6591451,,Point,ARUSHA,Arusha,Oldonyosambu,JOSHUA VISION,Non-Government,EM.16991,-3.1876998,36.6591451,149.0
41,-3.3732665,36.5763576,,Point,ARUSHA,Arusha,Mateves,KAMBI YA MAZIWA,Government,EM.6940,-3.3732665,36.5763576,1060.0
42,-3.5372021,36.7805231,,Point,ARUSHA,Arusha,Bwawani,KIGONGONI,Government,EM.4032,-3.5372021,36.7805231,344.0
43,-3.3501163,36.6522587,,Point,ARUSHA,Arusha,Olorien,KILIMANJARO,Non-Government,EM.13028,-3.3501163,36.6522587,762.0
44,-3.3154126,36.6547614,,Point,ARUSHA,Arusha,Kimnyaki,KIMNYAKI,Government,EM.5788,-3.3154126,36.6547614,1065.0
45,-3.3604433,36.6778,,Point,ARUSHA,Arusha,Kiranyi,KINGDOM,Non-Government,EM.16992,-3.3604433,36.6778,382.0
46,-3.3641707,36.7056296,,Point,ARUSHA,Arusha,Ilkiding'a,KIOGA,Government,EM.4577,-3.3641707,36.7056296,1157.0
47,-3.3587783,36.6683699,,Point,ARUSHA,Arusha,Kiranyi,KIRANYI,Government,EM.13029,-3.3587783,36.6683699,512.0
48,-3.4368069,36.7069836,,Point,ARUSHA,Arusha,Mlangarini,KISERIAN,Government,EM.2011,-3.4368069,36.7069836,593.0
49,-3.369725,36.547065,,Point,ARUSHA,Arusha,Kisongo,KISONGO,Government,EM.735,-3.369725,36.547065,703.0
50,-3.580214,36.833073,,Point,ARUSHA,Arusha,Bwawani,LAMOLOKI,Government,EM.11082,-3.580214,36.833073,670.0
51,-3.4958783,36.6267749,,Point,ARUSHA,Arusha,Laroi,LAROI,Government,EM.6941,-3.4958783,36.6267749,341.0
52,-3.26372,36.61808,,Point,ARUSHA,Arusha,Lemanyata,LEMANYATA,Government,EM.2754,-3.26372,36.61808,845.0
53,-3.1982275,36.6338513,,Point,ARUSHA,Arusha,Oldonyosambu,LEMINYOR,Government,EM.6942,-3.1982275,36.6338513,870.0
54,-3.4318583,36.5611199,,Point,ARUSHA,Arusha,Mateves,LEMUGUR,Government,EM.3022,-3.4318583,36.5611199,638.0
55,-3.2224733,36.6038033,,Point,ARUSHA,Arusha,Olkokola,LENGIJAVE,Government,EM.4033,-3.2224733,36.6038033,797.0
56,-3.3975833,36.5051016,,Point,ARUSHA,Arusha,Kisongo,LESIRAA,Government,EM.4578,-3.3975833,36.5051016,337.0
57,-3.3373668,36.559877,,Point,ARUSHA,Arusha,Musa,LIKAMBA,Government,EM.4034,-3.3373668,36.559877,459.0
58,-3.3373667,36.5598467,,Point,ARUSHA,Arusha,Musa,LIKAMBA INTEGRITY,Non-Government,EM.14568,-3.3373667,36.5598467,173.0
59,-3.4087917,36.5432633,,Point,ARUSHA,Arusha,Kisongo,LOOVILUKUNYI,Government,EM.5789,-3.4087917,36.5432633,548.0
60,-3.3470433,36.7034833,,Point,ARUSHA,Arusha,Olturoto,LORUVAN,Government,EM.2343,-3.3470433,36.7034833,509.0
61,-3.5391888,36.6506438,,Point,ARUSHA,Arusha,Mwandet,LOSIKITO,Government,EM.6943,-3.5391888,36.6506438,895.0
62,-3.0473625,36.6981183,,Point,ARUSHA,Arusha,Oldonyowass,LOSINONI,Government,EM.4579,-3.0473625,36.6981183,574.0
63,-3.3833644,36.5864353,,Point,ARUSHA,Arusha,Mateves,MAADILI,Non-Government,EM.17548,-3.3833644,36.5864353,125.0
64,-3.2686734,36.6327869,,Point,ARUSHA,Arusha,Olturumet,MAASAY JOY,Non-Government,EM.14967,-3.2686734,36.6327869,233.0
65,-3.3022721,36.6375616,,Point,ARUSHA,Arusha,Olturumet,MAGRETH ENGLAND BARK,Non-Government,EM.14968,-3.3022721,36.6375616,170.0
66,-3.3539155,36.0075363,,Point,ARUSHA,Arusha,Nduruma,MAJI MOTO,Government,EM.4580,-3.3539155,36.0075363,394.0
67,-3.4546016,36.8054433,,Point,ARUSHA,Arusha,Mlangarini,MANYIRE,Government,EM.6944,-3.4546016,36.8054433,496.0
68,-3.4798152,36.8440208,,Point,ARUSHA,Arusha,Nduruma,MARURANI,Government,EM.4581,-3.4798152,36.8440208,368.0
69,-3.1548698,36.3745156,,Point,ARUSHA,Arusha,Lemanyata,MATIM,Government,EM.12374,-3.1548698,36.3745156,1211.0
70,-3.5632833,36.6561466,,Point,ARUSHA,Arusha,Oljoro,MBUYUNI,Government,EM.6945,-3.5632833,36.6561466,548.0
71,-3.3500632,36.3739811,,Point,ARUSHA,Arusha,Ilboru,MIALE,Non-Government,EM.17425,-3.3500632,36.3739811,237.0
72,-3.3684617,36.7531625,,Point,ARUSHA,Arusha,Bangata,MIDAWE,Government,EM.4582,-3.3684617,36.7531625,490.0
73,-3.5679519,36.6531133,,Point,ARUSHA,Arusha,Oljoro,MIRONGOINE,Government,EM.6946,-3.5679519,36.6531133,784.0
74,-3.4507334,36.7924392,,Point,ARUSHA,Arusha,Mlangarini,MLANGARINI,Government,EM.4035,-3.4507334,36.7924392,574.0
75,-3.3470433,36.7034833,,Point,ARUSHA,Arusha,Moivo,MOIVO,Government,EM.13030,-3.3470433,36.7034833,724.0
76,-3.3540036,36.6156082,,Point,ARUSHA,Arusha,Olorien,MRINGA,Government,EM.6947,-3.3540036,36.6156082,1407.0
77,-3.4798152,36.8440208,,Point,ARUSHA,Arusha,Nduruma,MSHIKAMANO,Government,EM.13506,-3.4798152,36.8440208,326.0
78,-3.5292372,36.833401,,Point,ARUSHA,Arusha,Bwawani,MUNGUSHI,Government,EM.5790,-3.5292372,36.833401,560.0
79,-3.3224154,36.5205957,,Point,ARUSHA,Arusha,Musa,MUSA,Government,EM.1172,-3.3224154,36.5205957,564.0
80,-3.482045,36.7362017,,Point,ARUSHA,Arusha,Mlangarini,MUUNGANO,Government,EM.9230,-3.482045,36.7362017,452.0
81,-3.5391888,36.6506438,,Point,ARUSHA,Arusha,Mwandet,MWANDETI,Government,EM.1457,-3.5391888,36.6506438,981.0
82,-3.5046799,36.8059825,,Point,ARUSHA,Arusha,Nduruma,MZIMUNI,Government,EM.7603,-3.5046799,36.8059825,556.0
83,-3.3641707,36.7056296,,Point,ARUSHA,Arusha,Sokon II,NAMBERE,Government,EM.6948,-3.3641707,36.7056296,533.0
84,-3.1347033,36.7460733,,Point,ARUSHA,Arusha,Oldonyowass,NAMELOK,Government,EM.15192,-3.1347033,36.7460733,506.0
85,-3.3399363,36.6999421,,Point,ARUSHA,Arusha,Kiranyi,NATEMA,Government,EM.7604,-3.3399363,36.6999421,673.0
86,-3.3516817,36.7147611,,Point,ARUSHA,Arusha,Kiutu,NAUREI,Government,EM.11558,-3.3516817,36.7147611,849.0
87,-3.4749033,36.7937083,,Point,ARUSHA,Arusha,Nduruma,NDURUMA,Government,EM.1173,-3.4749033,36.7937083,523.0
88,-3.3438383,36.4704983,,Point,ARUSHA,Arusha,Musa,NENGUNGU,Government,EM.1562,-3.3438383,36.4704983,222.0
89,-3.3436141,36.6469212,,Point,ARUSHA,Arusha,Olorien,NEW LIFE,Non-Government,EM.13031,-3.3436141,36.6469212,552.0
90,-3.3408047,36.6264302,,Point,ARUSHA,Arusha,Olturumet,NEW VISION,Non-Government,EM.13507,-3.3408047,36.6264302,322.0
91,-3.31586514,36.6382362,,Point,ARUSHA,Arusha,Olturumet,NGARAMTONI,Government,EM.7605,-3.31586514,36.6382362,996.0
92,-3.3322759,36.7329216,,Point,ARUSHA,Arusha,Sokon II,NG'IRESI,Government,EM.4583,-3.3322759,36.7329216,783.0
93,-3.3500612,36.3739801,,Point,ARUSHA,Arusha,Ilboru,NURU,Non-Government,EM.13884,-3.3500612,36.3739801,171.0
94,-3.2233833,36.6046456,,Point,ARUSHA,Arusha,Olkokola,OLBAK,Government,EM.12375,-3.2233833,36.6046456,725.0
95,-3.351912,36.6669001,,Point,ARUSHA,Arusha,Kiranyi,OLCHOKI,Government,EM.3408,-3.351912,36.6669001,961.0
96,-3.2981716,36.5276916,,Point,ARUSHA,Arusha,Musa,OLCHOROVUS,Government,EM.4584,-3.2981716,36.5276916,764.0
97,-3.363306,36.734878,,Point,ARUSHA,Arusha,Sokon II,OLDADAI,Government,EM.603,-3.363306,36.734878,1121.0
98,-3.7448033,36.7637083,,Point,ARUSHA,Arusha,Nduruma,OLDENDERETI,Government,EM.11559,-3.7448033,36.7637083,296.0
99,-3.1540333,36.6776233,,Point,ARUSHA,Arusha,Oldonyosambu,OLDONYOSAMBU,Government,EM.2600,-3.1540333,36.6776233,1123.0
100,-3.3119375,36.6311844,,Point,ARUSHA,Arusha,Olturoto,OLDONYOSAPUK,Government,EM.990,-3.3119375,36.6311844,538.0
101,-3.1548304,36.6864811,,Point,ARUSHA,Arusha,Oldonyowass,OLDONYOWAS,Government,EM.8199,-3.1548304,36.6864811,694.0
102,-3.5189833,36.6075883,,Point,ARUSHA,Arusha,Laroi,OLEMEDEYE,Government,EM.15193,-3.5189833,36.6075883,310.0
103,-3.3423317,36.7228777,,Point,ARUSHA,Arusha,Kiutu,OLGILAI,Government,EM.4585,-3.3423317,36.7228777,772.0
104,-3.5809598,36.6780255,,Point,ARUSHA,Arusha,Oljoro,OLJORO,Government,EM.3023,-3.5809598,36.6780255,498.0
105,-3.2317394,36.6112483,,Point,ARUSHA,Arusha,Lemanyata,OLKOKOLA,Government,EM.1174,-3.2317394,36.6112483,945.0
106,-3.2910419,36.6493041,,Point,ARUSHA,Arusha,Olmotonyi,OLMOTONYI,Government,EM.2210,-3.2910419,36.6493041,575.0
107,-3.3046096,36.6716773,,Point,ARUSHA,Arusha,Kimnyaki,OLMRINGIRINGA,Government,EM.4586,-3.3046096,36.6716773,1018.0
108,-3.3222531,36.6331767,,Point,ARUSHA,Arusha,Olorien,OLOIRIEN VALLEY,Non-Government,EM.11083,-3.3222531,36.6331767,118.0
109,-3.5046699,36.8059715,,Point,ARUSHA,Arusha,Bwawani,OLOKII,Government,EM.2012,-3.5046699,36.8059715,125.0
110,-3.4079187,36.7623152,,Point,ARUSHA,Arusha,Mlangarini,OLOMITU,Government,EM.11560,-3.4079187,36.7623152,566.0
111,-3.3451606,36.6477138,,Point,ARUSHA,Arusha,Olorien,OLOSIVA,Government,EM.7606,-3.3451606,36.6477138,1168.0
112,-3.3647191,36.6093081,,Point,ARUSHA,Arusha,Olturumet,OLTURMET,Government,EM.4587,-3.3647191,36.6093081,442.0
113,-3.33370166,36.6891666,,Point,ARUSHA,Arusha,Olturoto,OLTUROTO,Government,EM.991,-3.33370166,36.6891666,604.0
114,-3.389213,36.543736,,Point,ARUSHA,Arusha,Kisongo,PELICAN,Non-Government,EM.17427,-3.389213,36.543736,118.0
115,-3.3125455,36.64241,,Point,ARUSHA,Arusha,Olmotonyi,ROCKLAND,Non-Government,EM.17496,-3.3125455,36.64241,281.0
116,-3.662546,36.6234615,,Point,ARUSHA,Arusha,Olmotonyi,SAIDE,Non-Government,EM.15919,-3.662546,36.6234615,47.0
117,-3.2965333,36.6700454,,Point,ARUSHA,Arusha,Sambasha,SAMBASHA,Government,EM.2856,-3.2965333,36.6700454,972.0
118,-3.5838,36.7864,,Point,ARUSHA,Arusha,Nduruma,SAMMENA,Non-Government,EM.17569,-3.5838,36.7864,184.0
119,-3.4029702,36.6994847,,Point,ARUSHA,Arusha,Laroi,SAMWA,Non-Government,EM.16672,-3.4029702,36.6994847,295.0
120,-3.3656505,36.7619751,,Point,ARUSHA,Arusha,Bangata,SASI,Government,EM.3409,-3.3656505,36.7619751,390.0
121,-3.3634156,36.7667873,,Point,ARUSHA,Arusha,Kisongo,SEIA EBENEZER,Non-Government,EM.16673,-3.3634156,36.7667873,35.0
122,-3.3574107,36.7166343,,Point,ARUSHA,Arusha,Kiutu,SEKEI,Government,EM.992,-3.3574107,36.7166343,935.0
123,-3.3159938,36.6504252,,Point,ARUSHA,Arusha,Kimnyaki,SELIAN,Government,EM.335,-3.3159938,36.6504252,935.0
124,-3.3605,36.6971,,Point,ARUSHA,Arusha,Moivo,SHINNING STAR,Non-Government,EM.17380,-3.3605,36.6971,335.0
125,-3.5354545,36.6442353,,Point,ARUSHA,Arusha,Oljoro,SITTI MWINYI,Government,EM.9231,-3.5354545,36.6442353,163.0
126,-3.5967621,36.6996712,,Point,ARUSHA,Arusha,Bwawani,SONGAMBELE,Government,EM.14310,-3.5967621,36.6996712,372.0
127,-3.3082129,36.6378041,,Point,ARUSHA,Arusha,Olturumet,SOS HERMAN,Non-Government,EM.12376,-3.3082129,36.6378041,233.0
128,-3.38768,36.7388631,,Point,ARUSHA,Arusha,Moivo,SOTWA WILSON,Non-Government,EM.13885,-3.38768,36.7388631,67.0
129,-3.7417673,36.4787644,,Point,ARUSHA,Arusha,Kiranyi,ST. AUGUSTINE,Non-Government,EM.15194,-3.7417673,36.4787644,529.0
130,-3.3717041,36.5805175,,Point,ARUSHA,Arusha,Kisongo,ST. MARGRETH,Non-Government,EM.11561,-3.3717041,36.5805175,565.0
131,-3.3554453,36.6781483,,Point,ARUSHA,Arusha,Kiranyi,ST. PIUS,Non-Government,EM.16993,-3.3554453,36.6781483,197.0
132,-3.179993,36.649904,,Point,ARUSHA,Arusha,Kiutu,ST.PAUL,Non-Government,EM.14569,-3.179993,36.649904,379.0
133,-3.5967623,36.6996714,,Point,ARUSHA,Arusha,Bwawani,THEMI YA SIMBA,Government,EM.5791,-3.5967623,36.6996714,298.0
134,-3.2980756,36.6700733,,Point,ARUSHA,Arusha,Sambasha,TIMBOLO,Government,EM.11084,-3.2980756,36.6700733,1161.0
135,-3.3541965,36.6522091,,Point,ARUSHA,Arusha,Olorien,TRUST ST. PATRICK,Non-Government,EM.10888,-3.3541965,36.6522091,396.0
136,-3.7349033,36.7737083,,Point,ARUSHA,Arusha,Nduruma,UMOJA,Government,EM.11562,-3.7349033,36.7737083,448.0
137,-3.357785,36.7179266,,Point,ARUSHA,Arusha,Sokon II,WILKABAA,Non-Government,EM.13886,-3.357785,36.7179266,250.0
138,-3.5563652,36.6400394,,Point,ARUSHA,Arusha,Oljoro,WINNERS,Non-Government,EM.17412,-3.5563652,36.6400394,258.0
139,-3.3874027,36.5539942,,Point,ARUSHA,Arusha,Kisongo,YAKINI,Non-Government,EM.14311,-3.3874027,36.5539942,466.0
140,-3.3852664,36.6709666,,Point,ARUSHA,Arusha CC,Sombetini,ANGELICO LIPAN,Non-Government,EM.10889,-3.3852664,36.6709666,472.0
141,-3.4179135,36.66439,,Point,ARUSHA,Arusha CC,Olasiti,ARUSHA ALLIANCE,Non-Government,EM.14312,-3.4179135,36.66439,821.0
142,-3.3634187,36.6580771,,Point,ARUSHA,Arusha CC,Elerai,ARUSHA INTEGRATED,Non-Government,EM.11085,-3.3634187,36.6580771,186.0
143,-3.375285,36.683857,,Point,ARUSHA,Arusha CC,Levolosi,ARUSHA MERU INT.SCHOOL,Non-Government,EM.14313,-3.375285,36.683857,161.0
144,-3.3605817,36.6609211,,Point,ARUSHA,Arusha CC,Elerai,ARUSHA MODERN,Non-Government,EM.10890,-3.3605817,36.6609211,103.0
145,-3.3760433,36.6941067,,Point,ARUSHA,Arusha CC,Themi,ARUSHA SCHOOL,Government,EM.180,-3.3760433,36.6941067,1498.0
146,-3.3841364,36.7071053,,Point,ARUSHA,Arusha CC,Oloirien,ASSUMPTION,Non-Government,EM.11563,-3.3841364,36.7071053,236.0
147,-3.3641475,36.6622336,,Point,ARUSHA,Arusha CC,Elerai,AZIMIO,Government,EM.14314,-3.3641475,36.6622336,684.0
148,-3.3887066,36.737565,,Point,ARUSHA,Arusha CC,Baraa,BARAA,Government,EM.8200,-3.3887066,36.737565,2162.0
149,-3.3995088,36.6700833,,Point,ARUSHA,Arusha CC,Sokoni I,BARBRA SCHOOL,Non-Government,EM.14969,-3.3995088,36.6700833,261.0
150,-3.3883282,36.710052,,Point,ARUSHA,Arusha CC,Oloirien,BIBLE BAPTIST,Non-Government,EM.14570,-3.3883282,36.710052,196.0
151,-3.376211,36.729585,,Point,ARUSHA,Arusha CC,Baraa,BRIGHT FUTURE,Non-Government,EM.15920,-3.376211,36.729585,546.0
152,-3.3648532,36.6614862,,Point,ARUSHA,Arusha CC,Elerai,BURKA,Government,EM.2013,-3.3648532,36.6614862,890.0
153,-3.412956,36.63888,,Point,ARUSHA,Arusha CC,Olasiti,BURKA ESTATE,Government,EM.8201,-3.412956,36.63888,1720.0
154,-3.4052699,36.6662027,,Point,ARUSHA,Arusha CC,Sinoni,CAMP JOSHUA,Non-Government,EM.14970,-3.4052699,36.6662027,134.0
155,-3.3777067,36.6523993,,Point,ARUSHA,Arusha CC,Olmoti,CANAAN,Non-Government,EM.13033,-3.3777067,36.6523993,3493.5
156,-3.4572736,36.7102387,,Point,ARUSHA,Arusha CC,Baraa,CANOSSA,Non-Government,EM.14315,-3.4572736,36.7102387,665.0
157,-3.3657887,36.674446,,Point,ARUSHA,Arusha CC,Olasiti,CARMEL,Non-Government,EM.16674,-3.3657887,36.674446,504.0
158,-3.4724237,36.6684748,,Point,ARUSHA,Arusha CC,Muriet,CHETI,Non-Government,EM.14971,-3.4724237,36.6684748,658.0
159,-3.3869259,36.6829952,,Point,ARUSHA,Arusha CC,Sokoni I,CLASSIC,Non-Government,EM.16994,-3.3869259,36.6829952,555.0
160,-3.386763,36.694123,,Point,ARUSHA,Arusha CC,Daraja Ii,DARAJA MBILI,Government,EM.10410,-3.386763,36.694123,1337.0
161,-3.4190654,36.6615265,,Point,ARUSHA,Arusha CC,Sokoni I,DOMINION,Non-Government,EM.15195,-3.4190654,36.6615265,359.0
162,-3.3729361,36.6567847,,Point,ARUSHA,Arusha CC,Elerai,ELERAI,Government,EM.11086,-3.3729361,36.6567847,1677.0
163,-3.3881652,36.7319431,,Point,ARUSHA,Arusha CC,Baraa,ELYON,Non-Government,EM.16675,-3.3881652,36.7319431,84.0
164,-3.3885302,36.6963438,,Point,ARUSHA,Arusha CC,Daraja Ii,ENALEPO,Non-Government,EM.13034,-3.3885302,36.6963438,212.0
165,-3.361385,36.6712933,,Point,ARUSHA,Arusha CC,Ngarenaro,ENGARENAROK LUTH. TETRA,Non-Government,EM.10411,-3.361385,36.6712933,3493.5
166,-3.3940816,36.6975333,,Point,ARUSHA,Arusha CC,Themi,ENGIRA,Government,EM.10549,-3.3940816,36.6975333,633.0
167,-3.416155,36.6879112,,Point,ARUSHA,Arusha CC,Sinoni,ENGOSENGIU,Government,EM.2101,-3.416155,36.6879112,2129.0
168,-3.3915846,36.738533,,Point,ARUSHA,Arusha CC,Muriet,ENYORATA,Non-Government,EM.17476,-3.3915846,36.738533,77.0
169,-3.3698883,36.719115,,Point,ARUSHA,Arusha CC,Kimandolu,ERETO,Non-Government,EM.17658,-3.3698883,36.719115,222.0
170,-3.36332,36.70027,,Point,ARUSHA,Arusha CC,Sekei,ERNEST MEYNER,Non-Government,EM.16676,-3.36332,36.70027,93.0
171,-3.401541,36.6751321,,Point,ARUSHA,Arusha CC,Sokoni I,ESA,Non-Government,EM.14316,-3.401541,36.6751321,108.0
172,-3.4230233,36.6613913,,Point,ARUSHA,Arusha CC,Muriet,ESERIAN,Non-Government,EM.15921,-3.4230233,36.6613913,218.0
173,-3.4076327,36.6829956,,Point,ARUSHA,Arusha CC,Sinoni,GHATI MEMORIAL,Non-Government,EM.14972,-3.4076327,36.6829956,989.0
174,-3.3957777,36.6736666,,Point,ARUSHA,Arusha CC,Sokoni I,GLORIOUS SCHOOL,Non-Government,EM.15196,-3.3957777,36.6736666,247.0
175,-3.3871483,36.7328517,,Point,ARUSHA,Arusha CC,Baraa,GLORYLAND,Non-Government,EM.15922,-3.3871483,36.7328517,684.0
176,-3.4064473,36.6675744,,Point,ARUSHA,Arusha CC,Sokoni I,GOLGOTHA,Non-Government,EM.15403,-3.4064473,36.6675744,403.0
177,-3.3999933,36.6678908,,Point,ARUSHA,Arusha CC,Sombetini,GOOD HOPE,Non-Government,EM.15197,-3.3999933,36.6678908,1004.0
178,-3.4557663,36.6526501,,Point,ARUSHA,Arusha CC,Muriet,GOSHENI BLESSED,Non-Government,EM.17520,-3.4557663,36.6526501,104.0
179,-3.3893041,36.6643634,,Point,ARUSHA,Arusha CC,Sombetini,GREEN VALLEY,Non-Government,EM.12377,-3.3893041,36.6643634,1119.0
180,-3.3646697,36.6715656,,Point,ARUSHA,Arusha CC,Sakina,GREENWHICH,Non-Government,EM.16996,-3.3646697,36.6715656,155.0
181,-3.3940461,36.6654966,,Point,ARUSHA,Arusha CC,Osunyai Jr,HADY,Non-Government,EM.12378,-3.3940461,36.6654966,290.0
182,-3.425623,36.709255,,Point,ARUSHA,Arusha CC,Baraa,HAZINA MISSION,Non-Government,EM.16997,-3.425623,36.709255,3493.5
183,-3.4557768,36.6526512,,Point,ARUSHA,Arusha CC,Muriet,HEALSUN,Non-Government,EM.15923,-3.4557768,36.6526512,47.0
184,-3.400161,36.740033,,Point,ARUSHA,Arusha CC,Moshono,HEAVEN,Non-Government,EM.16998,-3.400161,36.740033,174.0
185,-3.4215342,36.6630579,,Point,ARUSHA,Arusha CC,Muriet,HIGH CHALLENGE,Non-Government,EM.14755,-3.4215342,36.6630579,100.0
186,-3.3864312,36.6601566,,Point,ARUSHA,Arusha CC,Sombetini,HIGH VIEW,Non-Government,EM.13035,-3.3864312,36.6601566,223.0
187,-3.3941999,36.7067188,,Point,ARUSHA,Arusha CC,Themi,HIGHRIDGE,Non-Government,EM.10891,-3.3941999,36.7067188,149.0
188,-3.399049,36.7383433,,Point,ARUSHA,Arusha CC,Moshono,HOPE,Non-Government,EM.13887,-3.399049,36.7383433,197.0
189,-3.38554,36.668504,,Point,ARUSHA,Arusha CC,Osunyai Jr,IMANI SCHOOL,Non-Government,EM.10892,-3.38554,36.668504,787.0
190,-3.4443374,36.7090329,,Point,ARUSHA,Arusha CC,Terrat,INTEGRITY,Non-Government,EM.14973,-3.4443374,36.7090329,133.0
