latitude,longitude,altitude,geometry,REGION,COUNCIL,WARD,SCHOOL_NAM,OWNERSHIP,REGISTRATI,LATITUDE,LONGITUDE
-4.1824238,32.9326915,,Point,TABORA,Nzega,Uduka,KABANGA,Government,EM.728,-4.1824238,32.9326915
-4.2660844,32.7537975,,Point,TABORA,Nzega,Mogwa,KAGANDO,Government,EM.6858,-4.2660844,32.7537975
-4.20727156,33.09511187,,Point,TABORA,Nzega,Shigamba,KAGONGWA,Government,EM.6859,-4.20727156,33.09511187
-4.1738627,32.7843777,,Point,TABORA,Nzega,Kamanhalanga,KAHAMA YA HALANGA,Government,EM.3004,-4.1738627,32.7843777
-4.7881367,32.9673604,,Point,TABORA,Nzega,Milambo Itobo,KAKULUNGU,Government,EM.4532,-4.7881367,32.9673604
-4.8021635,33.0335571,,Point,TABORA,Nzega,Magengati,KALOLENI,Government,EM.5690,-4.8021635,33.0335571
-4.75538306,33.22999394,,Point,TABORA,Nzega,Ndala,KAMPALA,Government,EM.6860,-4.75538306,33.22999394
-3.9852982,33.1315414,,Point,TABORA,Nzega,Nata,KANOLO,Government,EM.80003,-3.9852982,33.1315414
-4.3792477,32.6574456,,Point,TABORA,Nzega,Semembela,KASANGA,Government,EM.8423,-4.3792477,32.6574456
-7.4514633,32.7602989,,Point,TABORA,Nzega,Mbutu,KASOMELA,Government,EM.14272,-7.4514633,32.7602989
-4.1464268,32.8831356,,Point,TABORA,Nzega,Ikindwa,KAYOMBO,Government,EM.6861,-4.1464268,32.8831356
-4.2576748,32.9423596,,Point,TABORA,Nzega,Isagenhe,KIDETE,Government,EM.5691,-4.2576748,32.9423596
-4.6659903,33.0151016,,Point,TABORA,Nzega,Mwakashanhala,KIGANDU,Government,EM.8004,-4.6659903,33.0151016
-4.5652739,32.6732416,,Point,TABORA,Nzega,Mambali,KIKONOKA,Government,EM.7523,-4.5652739,32.6732416
-4.1852148,32.8146621,,Point,TABORA,Nzega,Kamanhalanga,KILINO,Government,EM.6862,-4.1852148,32.8146621
-4.43131,33.0107411,,Point,TABORA,Nzega,Mwantundu,KIPILIIMUKA,Government,EM.8674,-4.43131,33.0107411
-4.6699354,33.1702579,,Point,TABORA,Nzega,Puge,KIPUGALA,Government,EM.1763,-4.6699354,33.1702579
-4.5191751,33.3635073,,Point,TABORA,Nzega,Mizibaziba,KIPUNGULU,Government,EM.5692,-4.5191751,33.3635073
-4.1400717,32.9476224,,Point,TABORA,Nzega,Mwamala,KISHILI,Government,EM.5693,-4.1400717,32.9476224
-4.1383059,33.0285207,,Point,TABORA,Nzega,Itobo,LAKUYI,Government,EM.5694,-4.1383059,33.0285207
-4.1216785,32.9901603,,Point,TABORA,Nzega,Kasela,LUBUBU,Government,EM.2521,-4.1216785,32.9901603
-4.4030206,32.8503004,,Point,TABORA,Nzega,Mogwa,LUHUMBO,Government,EM.9046,-4.4030206,32.8503004
-4.0265105,33.2180222,,Point,TABORA,Nzega,Lusu,LUSU,Government,EM.2734,-4.0265105,33.2180222
-3.9614444,33.0508932,,Point,TABORA,Nzega,Sigili,LYAMALAGWA,Government,EM.5695,-3.9614444,33.0508932
-4.67637681,33.22406462,,Point,TABORA,Nzega,Ndala,MABISILO,Government,EM.802,-4.67637681,33.22406462
-4.8187703,33.0590088,,Point,TABORA,Nzega,Magengati,MAGENGATI,Government,EM.3226,-4.8187703,33.0590088
-4.7414833,33.0332556,,Point,TABORA,Nzega,Milambo Itobo,MAGUKULA,Government,EM.7524,-4.7414833,33.0332556
-4.0815634,32.914339,,Point,TABORA,Nzega,Mwamala,MAHENE,Government,EM.6863,-4.0815634,32.914339
-4.05336114,32.862417,,Point,TABORA,Nzega,Mwamala,MAHENE RELINI,Government,EM.10254,-4.05336114,32.862417
-4.0991342,33.33255036,,Point,TABORA,Nzega,Wela,MALILITA,Government,EM.6864,-4.0991342,33.33255036
-4.1058157,32.8630783,,Point,TABORA,Nzega,Ikindwa,MALOLO,Government,EM.3712,-4.1058157,32.8630783
-4.6811276,33.3463557,,Point,TABORA,Nzega,Tongi,MANGASHINI,Government,EM.4533,-4.6811276,33.3463557
-4.5824815,33.1020287,,Point,TABORA,Nzega,Mbagwa,MBAGWA,Government,EM.4534,-4.5824815,33.1020287
-4.2627932,32.5505399,,Point,TABORA,Nzega,Semembela,MBOOGA,Government,EM.7525,-4.2627932,32.5505399
-4.39638353,32.78465812,,Point,TABORA,Nzega,Mbutu,MBUTU,Government,EM.3227,-4.39638353,32.78465812
-4.2961935,33.0275073,,Point,TABORA,Nzega,Isanzu,MHEMBE,Government,EM.373,-4.2961935,33.0275073
-4.5834964,33.2071785,,Point,TABORA,Nzega,Mizibaziba,MIHAMA,Government,EM.12942,-4.5834964,33.2071785
-4.7755643,32.8965166,,Point,TABORA,Nzega,Milambo Itobo,MILAMBO ITOBO,Government,EM.4535,-4.7755643,32.8965166
-4.5378823,33.2719984,,Point,TABORA,Nzega,Mizibaziba,MIZIBAZIBA,Government,EM.4010,-4.5378823,33.2719984
-4.2778301,32.8630266,,Point,TABORA,Nzega,Mogwa,MOGWA,Government,EM.6865,-4.2778301,32.8630266
-4.0823369,33.1310688,,Point,TABORA,Nzega,Nata,MWABANGU,Government,EM.14951,-4.0823369,33.1310688
-4.0406362,33.0332126,,Point,TABORA,Nzega,Mwangoye,MWAGUGULI,Government,EM.2735,-4.0406362,33.0332126
-4.9215825,33.2741759,,Point,TABORA,Nzega,Mwasala,MWAKABASA,Government,EM.8749,-4.9215825,33.2741759
-4.7780202,33.2396883,,Point,TABORA,Nzega,Mwakashanhala,MWAKASHANHALA,Government,EM.5696,-4.7780202,33.2396883
-4.0765101,32.9452249,,Point,TABORA,Nzega,Mwamala,MWAMALA,Government,EM.2736,-4.0765101,32.9452249
-4.0188216,33.12775,,Point,TABORA,Nzega,Nata,MWAMALULU,Government,EM.15898,-4.0188216,33.12775
-4.4529475,33.1693691,,Point,TABORA,Nzega,Utwigu,MWAMBAHA,Government,EM.5697,-4.4529475,33.1693691
-4.05583239,33.10514961,,Point,TABORA,Nzega,Nata,MWANGOYE,Government,EM.292,-4.05583239,33.10514961
-4.2024073,33.1827199,,Point,TABORA,Nzega,Utwigu,MWANHALA,Government,EM.271,-4.2024073,33.1827199
-4.6000066,33.0257994,,Point,TABORA,Nzega,Ugembe,MWANHEMBO,Government,EM.15899,-4.6000066,33.0257994
-4.4597207,33.08575,,Point,TABORA,Nzega,Mwantundu,MWANTUNDU,Government,EM.12329,-4.4597207,33.08575
-4.5119706,33.1227418,,Point,TABORA,Nzega,Nkiniziwa,MWANZUNYA,Government,EM.15900,-4.5119706,33.1227418
-3.96093282,32.73506442,,Point,TABORA,Nzega,Igusule,MWANZWILO,Government,EM.8005,-3.96093282,32.73506442
-3.9906377,33.3214756,,Point,TABORA,Nzega,Mwasala,MWASALA,Government,EM.5698,-3.9906377,33.3214756
-4.0656264,33.3307976,,Point,TABORA,Nzega,Wela,MWASAMBO,Government,EM.13464,-4.0656264,33.3307976
-4.1693483,33.35098609,,Point,TABORA,Nzega,Wela,MWASIMBA,Government,EM.10021,-4.1693483,33.35098609
-4.2192372,33.8870389,,Point,TABORA,Nzega,Bukene,MWENGE,Government,EM.9224,-4.2192372,33.8870389
-4.4359931,32.8609777,,Point,TABORA,Nzega,Mbutu,MWINO,Government,EM.14273,-4.4359931,32.8609777
-4.2023493,33.1827233,,Point,TABORA,Nzega,Nata,NATA,Government,EM.2737,-4.2023493,33.1827233
-4.02513295,32.90063185,,Point,TABORA,Nzega,Mwamala,NAWA,Government,EM.4536,-4.02513295,32.90063185
-4.2558226,33.0322012,,Point,TABORA,Nzega,Isanzu,NDELEMA,Government,EM.11519,-4.2558226,33.0322012
-4.5212722,33.1702254,,Point,TABORA,Nzega,Nkiniziwa,NGUKUMO,Government,EM.5699,-4.5212722,33.1702254
-4.1472833,32.6919514,,Point,TABORA,Nzega,Kamanhalanga,NHABALA,Government,EM.5700,-4.1472833,32.6919514
-4.4412266,32.6270041,,Point,TABORA,Nzega,Semembela,NHAMAGUMO,Government,EM.12943,-4.4412266,32.6270041
-4.0349329,33.3188434,,Point,TABORA,Nzega,Mwasala,NHELE,Government,EM.8894,-4.0349329,33.3188434
-4.4042054,33.2152456,,Point,TABORA,Nzega,Muhugi,NHUMBILI,Government,EM.6866,-4.4042054,33.2152456
-4.2115265,33.1860063,,Point,TABORA,Nzega,Mbutu,NKINDU,Government,EM.8006,-4.2115265,33.1860063
-4.5956627,33.3690387,,Point,TABORA,Nzega,Tongi,NKINGA,Government,EM.6867,-4.5956627,33.3690387
-4.591418,33.1614357,,Point,TABORA,Nzega,Nkiniziwa,NKINIZIWA,Government,EM.3005,-4.591418,33.1614357
-4.5160859,33.0180145,,Point,TABORA,Nzega,Mbagwa,NKUGE,Government,EM.9329,-4.5160859,33.0180145
-4.31116407,32.59869463,,Point,TABORA,Nzega,Semembela,NSUMBA,Government,EM.8007,-4.31116407,32.59869463
-4.2281651,32.8914656,,Point,TABORA,Nzega,Bukene,SANT FRANCIS DE SALES,Non-Government,EM.11520,-4.2281651,32.8914656
-4.3286829,32.667575,,Point,TABORA,Nzega,Semembela,SEMEMBELA,Government,EM.4011,-4.3286829,32.667575
-4.0722978,32.9830248,,Point,TABORA,Nzega,Kasela,SENGE,Government,EM.8008,-4.0722978,32.9830248
-4.2007613,33.06089466,,Point,TABORA,Nzega,Shigamba,SHIGAMBA,Government,EM.4012,-4.2007613,33.06089466
-4.2490891,33.1017734,,Point,TABORA,Nzega,Isanzu,SHILA,Government,EM.4537,-4.2490891,33.1017734
-3.9256134,32.9878665,,Point,TABORA,Nzega,Sigili,SIGILI,Government,EM.5701,-3.9256134,32.9878665
-4.0669994,33.011224,,Point,TABORA,Nzega,Kasela,SUMBU,Government,EM.4013,-4.0669994,33.011224
-4.6062407,33.2993003,,Point,TABORA,Nzega,Tongi,TUMBI,Government,EM.1437,-4.6062407,33.2993003
-4.4122494,30.363694,,Point,TABORA,Nzega,Muhugi,UBINGA,Government,EM.7526,-4.4122494,30.363694
-4.1495058,32.9631704,,Point,TABORA,Nzega,Kasela,UDUTU,Government,EM.6868,-4.1495058,32.9631704
-4.2887098,32.9664987,,Point,TABORA,Nzega,Karitu,UGEMBE I,Government,EM.4538,-4.2887098,32.9664987
-4.59309079,32.97360311,,Point,TABORA,Nzega,Ugembe,UGEMBE II,Government,EM.7527,-4.59309079,32.97360311
-4.3823156,32.6554055,,Point,TABORA,Nzega,Semembela,UGULUMA,Government,EM.14274,-4.3823156,32.6554055
-4.7780201,33.23968831,,Point,TABORA,Nzega,Ndala,UHEMELI,Government,EM.9572,-4.7780201,33.23968831
-4.537619,32.6876786,,Point,TABORA,Nzega,Mambali,UNAMBEWA,Government,EM.3228,-4.537619,32.6876786
-4.3704489,33.0463371,,Point,TABORA,Nzega,Isanzu,UPAMBO,Government,EM.12944,-4.3704489,33.0463371
-4.5407706,32.6854206,,Point,TABORA,Nzega,Mambali,UPILYA,Government,EM.14275,-4.5407706,32.6854206
-4.3014946,33.2798312,,Point,TABORA,Nzega,Muhugi,UPINA,Government,EM.6869,-4.3014946,33.2798312
-4.7244972,33.1646323,,Point,TABORA,Nzega,Puge,UPUNGU,Government,EM.166,-4.7244972,33.1646323
-4.7885963,33.1396227,,Point,TABORA,Nzega,Magengati,USAGALI,Government,EM.5702,-4.7885963,33.1396227
-4.2622348,32.8013464,,Point,TABORA,Nzega,Mogwa,USALALA,Government,EM.4014,-4.2622348,32.8013464
-4.2033309,32.8872164,,Point,TABORA,Nzega,Uduka,USONG'WANHALA,Government,EM.6870,-4.2033309,32.8872164
-4.3290546,33.1645798,,Point,TABORA,Nzega,Utwigu,UTWIGU,Government,EM.1165,-4.3290546,33.1645798
-4.15571532,33.2983892,,Point,TABORA,Nzega,Wela,WELA1,Government,EM.1850,-4.15571532,33.2983892
-3.9582697,32.8337473,,Point,TABORA,Nzega,Igusule,WELAII,Government,EM.5703,-3.9582697,32.8337473
-4.7392757,33.2982748,,Point,TABORA,Nzega,Ndala,WITA,Government,EM.4539,-4.7392757,33.2982748
-4.3603805,32.9316647,,Point,TABORA,Nzega,Isagenhe,ZUGIMLOLE,Government,EM.8184,-4.3603805,32.9316647
-4.18357055,33.25803268,,Point,TABORA,Nzega TC,Mbogwe,BUGEGELEMA,Government,EM.14276,-4.18357055,33.25803268
-4.16755593,33.11619599,,Point,TABORA,Nzega TC,Ijanija,BUTANDULA,Government,EM.7528,-4.16755593,33.11619599
-4.1013,33.1044,,Point,TABORA,Nzega TC,Uchama,GLORY ENGLISH MEDIUM,Non-Government,EM.15393,-4.1013,33.1044
-4.18976035,33.21131467,,Point,TABORA,Nzega TC,Uchama,IDALA,Government,EM.9417,-4.18976035,33.21131467
-4.37088111,33.36788578,,Point,TABORA,Nzega TC,Mwanzoli,IDUDUMO,Government,EM.8675,-4.37088111,33.36788578
-4.2183892,33.3483536,,Point,TABORA,Nzega TC,Miguwa,IDUGUTA,Government,EM.7529,-4.2183892,33.3483536
-4.1977045,33.11444702,,Point,TABORA,Nzega TC,Ijanija,IJANIJA,Government,EM.1438,-4.1977045,33.11444702
-4.1262866,33.1597288,,Point,TABORA,Nzega TC,Nzega Ndogo,IKULU,Government,EM.16545,-4.1262866,33.1597288
-4.2177995,33.18326315,,Point,TABORA,Nzega TC,Nzega Mjini Magharibi,IMELI,Government,EM.2522,-4.2177995,33.18326315
-4.227458,33.1844917,,Point,TABORA,Nzega TC,Nzega Mjini Magharibi,IPILILI,Government,EM.15901,-4.227458,33.1844917
-4.223032,33.189228,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,ISTIQAAMA,Non-Government,EM.16973,-4.223032,33.189228
-4.2114853,33.1857731,,Point,TABORA,Nzega TC,Itilo,ITILO,Government,EM.6871,-4.2114853,33.1857731
-4.06521589,33.15905054,,Point,TABORA,Nzega TC,Nzega Ndogo,IYUKI,Government,EM.9119,-4.06521589,33.15905054
-4.2174223,33.24190028,,Point,TABORA,Nzega TC,Kitangili,KITANGILI,Government,EM.8960,-4.2174223,33.24190028
-4.25042919,33.26997504,,Point,TABORA,Nzega TC,Kitangili,KITENGWE,Government,EM.6872,-4.25042919,33.26997504
-4.212968,33.185499,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,KITONGO,Government,EM.1995,-4.212968,33.185499
-4.20951831,33.18656059,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,MAENDELEO,Government,EM.13833,-4.20951831,33.18656059
-4.22303065,33.1473024,,Point,TABORA,Nzega TC,Ijanija,MAKOMELO,Government,EM.6873,-4.22303065,33.1473024
-4.2294792,33.1970114,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,MAPOROMOKO,Government,EM.17491,-4.2294792,33.1970114
-4.13945094,33.25782131,,Point,TABORA,Nzega TC,Mbogwe,MBOGWE,Government,EM.976,-4.13945094,33.25782131
-4.2075986,33.3007125,,Point,TABORA,Nzega TC,Miguwa,MIGUWA,Government,EM.2738,-4.2075986,33.3007125
-4.07453511,33.30054557,,Point,TABORA,Nzega TC,Mbogwe,MWANYAGULA,Government,EM.9225,-4.07453511,33.30054557
-4.27252678,33.29021034,,Point,TABORA,Nzega TC,Mwanzoli,MWANZOLI,Government,EM.4540,-4.27252678,33.29021034
-4.11451644,33.26112863,,Point,TABORA,Nzega TC,Mbogwe,NHOBOLA,Government,EM.5704,-4.11451644,33.26112863
-4.2095183,33.1881619,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,NYASA I,Government,EM.977,-4.2095183,33.1881619
-4.22005471,33.20359957,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,NYASA II,Government,EM.8750,-4.22005471,33.20359957
-4.22379735,33.19575894,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,NZEGA ENGLISH MEDIUM,Non-Government,EM.17258,-4.22379735,33.19575894
-4.09629305,33.14875509,,Point,TABORA,Nzega TC,Nzega Ndogo,NZEGA NDOGO,Government,EM.978,-4.09629305,33.14875509
-4.18255441,33.29587682,,Point,TABORA,Nzega TC,Miguwa,SHALENG'WA,Government,EM.17781,-4.18255441,33.29587682
-4.25086666,33.20591983,,Point,TABORA,Nzega TC,Itilo,SILIMUKA,Government,EM.5705,-4.25086666,33.20591983
-4.21289229,33.18540251,,Point,TABORA,Nzega TC,Nzega Mjini Mashariki,ST.BENADETHA,Non-Government,EM.16546,-4.21289229,33.18540251
-4.24436554,33.18085611,,Point,TABORA,Nzega TC,Itilo,TAZENGWA,Government,EM.596,-4.24436554,33.18085611
-4.17235252,33.16855576,,Point,TABORA,Nzega TC,Uchama,UCHAMA,Government,EM.4015,-4.17235252,33.16855576
-4.14543169,33.21828788,,Point,TABORA,Nzega TC,Uchama,UNDOMO,Government,EM.2849,-4.14543169,33.21828788
-4.2226574,33.1760215,,Point,TABORA,Nzega TC,Nzega Mjini Magharibi,USHIRIKA,Government,EM.13834,-4.2226574,33.1760215
-6.1559259,33.8972093,,Point,TABORA,Sikonge,Kilumbi,BARAZANI,Government,EM.13835,-6.1559259,33.8972093
-5.6883462,32.7533304,,Point,TABORA,Sikonge,Chabutwa,CHABUTWA,Government,EM.10386,-5.6883462,32.7533304
-5.6300495,32.72938,,Point,TABORA,Sikonge,Misheni,GWEN,Government,EM.16547,-5.6300495,32.72938
-5.3200967,32.7007216,,Point,TABORA,Sikonge,Mpombwe,IBAYA,Government,EM.10255,-5.3200967,32.7007216
-5.3781746,32.5661356,,Point,TABORA,Sikonge,Mole,IBUMBA,Government,EM.12330,-5.3781746,32.5661356
-5.6453201,32.61503683,,Point,TABORA,Sikonge,Misheni,IGALULA,Government,EM.13836,-5.6453201,32.61503683
-5.3840336,32.7910786,,Point,TABORA,Sikonge,Igigwa,IGIGWA,Government,EM.10387,-5.3840336,32.7910786
-5.5464582,32.9280556,,Point,TABORA,Sikonge,Kisanga,ILULU,Government,EM.13837,-5.5464582,32.9280556
-5.5228858,32.3841602,,Point,TABORA,Sikonge,Mpombwe,INALA,Government,EM.14277,-5.5228858,32.3841602
-5.4417433,32.6525612,,Point,TABORA,Sikonge,Tutuo,INSWEKAMA,Government,EM.14278,-5.4417433,32.6525612
-6.8238276,33.4938431,,Point,TABORA,Sikonge,Kiloli,IPEMBE,Government,EM.15902,-6.8238276,33.4938431
-5.7877571,32.7318424,,Point,TABORA,Sikonge,Ipole,IPOLE,Government,EM.3229,-5.7877571,32.7318424
-5.6525431,32.9670113,,Point,TABORA,Sikonge,Usunga,ISANJANDUGU,Government,EM.10703,-5.6525431,32.9670113
-5.6254475,32.7564229,,Point,TABORA,Sikonge,Mkolye,ISONGWA,Government,EM.6874,-5.6254475,32.7564229
-5.5560948,32.6720639,,Point,TABORA,Sikonge,Mkolye,ISUNDA,Government,EM.11067,-5.5560948,32.6720639
-6.0367192,33.9631455,,Point,TABORA,Sikonge,Kipili,ITANDAMILOMO,Government,EM.13465,-6.0367192,33.9631455
-5.63152611,32.7688771,,Point,TABORA,Sikonge,Misheni,IYOMBAKUZOVA,Government,EM.6875,-5.63152611,32.7688771
-5.4669203,32.6052437,,Point,TABORA,Sikonge,Mole,JAMHURI,Government,EM.13838,-5.4669203,32.6052437
-5.7821569,32.7805111,,Point,TABORA,Sikonge,Chabutwa,KABANGA,Government,EM.10388,-5.7821569,32.7805111
-5.6098242,32.9309028,,Point,TABORA,Sikonge,Kisanga,KADONDOLI,Government,EM.16548,-5.6098242,32.9309028
-6.852776,33.2249879,,Point,TABORA,Sikonge,Kitunda,KAMATA NO.3,Government,EM.10389,-6.852776,33.2249879
-6.8828048,33.2518993,,Point,TABORA,Sikonge,Kitunda,KAMATA NO.5,Government,EM.4541,-6.8828048,33.2518993
-5.6165227,32.7507964,,Point,TABORA,Sikonge,Igigwa,KANSANA,Government,EM.11521,-5.6165227,32.7507964
-5.7228405,32.8443192,,Point,TABORA,Sikonge,Kiloleli,KANYAMSENGA,Government,EM.5706,-5.7228405,32.8443192
-6.81403739,33.26512509,,Point,TABORA,Sikonge,Kitunda,KAPUMPA,Government,EM.6876,-6.81403739,33.26512509
-5.4298377,32.7465949,,Point,TABORA,Sikonge,Igigwa,KASANDALALA,Government,EM.8185,-5.4298377,32.7465949
-5.27733082,32.7300096,,Point,TABORA,Sikonge,Pangale,KASISI 'A',Government,EM.10390,-5.27733082,32.7300096
-5.4842511,32.5190258,,Point,TABORA,Sikonge,Tutuo,KIDETE,Government,EM.12945,-5.4842511,32.5190258
-5.7130721,32.7725915,,Point,TABORA,Sikonge,Chabutwa,KIKUNGU,Government,EM.2332,-5.7130721,32.7725915
-5.6128405,32.2443197,,Point,TABORA,Sikonge,Kiloleli,KILOLELI,Government,EM.4542,-5.6128405,32.2443197
-6.28030698,33.84267002,,Point,TABORA,Sikonge,Kilumbi,KILUMBI,Government,EM.10391,-6.28030698,33.84267002
-5.8196548,32.6871305,,Point,TABORA,Sikonge,Ipole,KININGA,Government,EM.14536,-5.8196548,32.6871305
-5.8111191,32.9232952,,Point,TABORA,Sikonge,Kipanga,KIPANGA,Government,EM.4016,-5.8111191,32.9232952
-5.7109445,32.8179563,,Point,TABORA,Sikonge,Chabutwa,KIPANGA (M),Government,EM.10256,-5.7109445,32.8179563
-6.0550953,33.9254474,,Point,TABORA,Sikonge,Kipili,KIPILI,Government,EM.10392,-6.0550953,33.9254474
-5.561106,32.8317671,,Point,TABORA,Sikonge,Kisanga,KISANGA,Government,EM.11522,-5.561106,32.8317671
-6.8048942,33.2058767,,Point,TABORA,Sikonge,Kitunda,KITUNDA MISHENI,Government,EM.13839,-6.8048942,33.2058767
-6.0913431,33.9408232,,Point,TABORA,Sikonge,Kipili,KIYOMBO,Government,EM.9573,-6.0913431,33.9408232
-5.8742506,32.7350518,,Point,TABORA,Sikonge,Ngoywa,KONDI,Government,EM.10542,-5.8742506,32.7350518
-5.8428039,32.9079827,,Point,TABORA,Sikonge,Kipanga,LEMBELI,Government,EM.13840,-5.8428039,32.9079827
-5.507727,32.813363,,Point,TABORA,Sikonge,Igigwa,LUFWISI,Government,EM.11523,-5.507727,32.813363
-6.841729,33.2497516,,Point,TABORA,Sikonge,Kitunda,LUKULA,Government,EM.4543,-6.841729,33.2497516
-5.6138265,32.7445136,,Point,TABORA,Sikonge,Kiloleli,MAGUNGA,Government,EM.13841,-5.6138265,32.7445136
-5.612835,32.6442109,,Point,TABORA,Sikonge,Sikonge,MAJENGO,Government,EM.12946,-5.612835,32.6442109
-6.9178496,33.4651187,,Point,TABORA,Sikonge,Kiloli,MAJOJORO,Government,EM.10393,-6.9178496,33.4651187
-5.4850841,33.2725271,,Point,TABORA,Sikonge,Nyahua,MAKIBO,Government,EM.12947,-5.4850841,33.2725271
-5.023357,32.8512034,,Point,TABORA,Sikonge,Mpombwe,MANYATWE,Government,EM.13842,-5.023357,32.8512034
-6.17008,33.9340009,,Point,TABORA,Sikonge,Kipili,MATAGATA,Government,EM.15394,-6.17008,33.9340009
-5.7365248,32.7017989,,Point,TABORA,Sikonge,Chabutwa,MATALE,Government,EM.10394,-5.7365248,32.7017989
-5.6128794,32.7443698,,Point,TABORA,Sikonge,Sikonge,MBIRANI,Government,EM.10395,-5.6128794,32.7443698
-5.7837335,32.9841995,,Point,TABORA,Sikonge,Kipanga,MBOGONDEMA,Government,EM.12948,-5.7837335,32.9841995
-5.8370759,32.960775,,Point,TABORA,Sikonge,Kipanga,MIBONOMPYA,Government,EM.10396,-5.8370759,32.960775
-5.4287742,32.9363733,,Point,TABORA,Sikonge,Igigwa,MIGUMBU,Government,EM.13843,-5.4287742,32.9363733
-5.7616392,32.6569282,,Point,TABORA,Sikonge,Ipole,MIHAMAKUMI,Government,EM.13844,-5.7616392,32.6569282
-5.4954306,32.6206789,,Point,TABORA,Sikonge,Tutuo,MITOWO,Government,EM.10397,-5.4954306,32.6206789
-5.9575521,33.977246,,Point,TABORA,Sikonge,Kipili,MIUNGUTI,Government,EM.15395,-5.9575521,33.977246
-6.8465442,33.2087262,,Point,TABORA,Sikonge,Kitunda,MKOLA,Government,EM.10398,-6.8465442,33.2087262
-5.5514424,32.7043155,,Point,TABORA,Sikonge,Mkolye,MKOLYE,Government,EM.7530,-5.5514424,32.7043155
-5.6069639,32.7441908,,Point,TABORA,Sikonge,Sikonge,MLOGOLO,Government,EM.5707,-5.6069639,32.7441908
-5.4007604,32.6169217,,Point,TABORA,Sikonge,Mole,MOLE BLOCK FARM,Government,EM.8009,-5.4007604,32.6169217
-5.4427451,32.6218866,,Point,TABORA,Sikonge,Mole,MOLE KILOLENI,Government,EM.3713,-5.4427451,32.6218866
-5.4392476,32.5951784,,Point,TABORA,Sikonge,Mole,MOLE MLIMANI,Government,EM.6877,-5.4392476,32.5951784
-5.5228814,32.6962435,,Point,TABORA,Sikonge,Mpombwe,MPOMBWE,Government,EM.10399,-5.5228814,32.6962435
-5.8322744,32.7460296,,Point,TABORA,Sikonge,Ngoywa,MSUVA,Government,EM.10400,-5.8322744,32.7460296
-6.3184417,33.8476392,,Point,TABORA,Sikonge,Kilumbi,MTENDENI,Government,EM.16549,-6.3184417,33.8476392
-5.4808933,32.6649366,,Point,TABORA,Sikonge,Tutuo,MUUNGANO,Government,EM.12949,-5.4808933,32.6649366
-5.3326064,32.5766605,,Point,TABORA,Sikonge,Mole,MWAKAPANDE,Government,EM.16550,-5.3326064,32.5766605
-5.61258455,32.74450656,,Point,TABORA,Sikonge,Igigwa,MWAKASOLA,Government,EM.13845,-5.61258455,32.74450656
-6.23396011,33.86607843,,Point,TABORA,Sikonge,Kilumbi,MWAMALUGU,Government,EM.13846,-6.23396011,33.86607843
-5.6098242,32.9309028,,Point,TABORA,Sikonge,Kisanga,MWAMAYUNGA,Government,EM.14279,-5.6098242,32.9309028
-5.9721606,32.8556557,,Point,TABORA,Sikonge,Ngoywa,MWAMULU,Government,EM.17259,-5.9721606,32.8556557
-5.7466134,32.9717592,,Point,TABORA,Sikonge,Usunga,MWANAMKATA,Government,EM.13847,-5.7466134,32.9717592
-5.6145941,32.7061157,,Point,TABORA,Sikonge,Misheni,MWANAMKOLA,Government,EM.13848,-5.6145941,32.7061157
-6.8254871,33.3632681,,Point,TABORA,Sikonge,Kiloli,MWITIKIO,Government,EM.5708,-6.8254871,33.3632681
-5.9770781,32.7918602,,Point,TABORA,Sikonge,Ngoywa,NGOYWA,Government,EM.12950,-5.9770781,32.7918602
-5.282849,32.6339638,,Point,TABORA,Sikonge,Pangale,NSYEPA,Government,EM.12951,-5.282849,32.6339638
-5.4172305,33.2885014,,Point,TABORA,Sikonge,Nyahua,NYAHUA,Government,EM.11524,-5.4172305,33.2885014
-5.3831026,32.3354928,,Point,TABORA,Sikonge,Nyahua,NYAHUA STATION,Government,EM.13849,-5.3831026,32.3354928
-5.6254476,32.7564228,,Point,TABORA,Sikonge,Misheni,SIKONGE,Government,EM.425,-5.6254476,32.7564228
-5.6254475,32.7564229,,Point,TABORA,Sikonge,Misheni,SIKONGE ELIMU MAALUM,Government,EM.16974,-5.6254475,32.7564229
-5.554169,32.9590003,,Point,TABORA,Sikonge,Kisanga,SOGEA B,Government,EM.14280,-5.554169,32.9590003
-5.6128265,32.7446136,,Point,TABORA,Sikonge,Kiloleli,SONGAMBELE,Government,EM.10401,-5.6128265,32.7446136
-5.9066579,32.9621515,,Point,TABORA,Sikonge,Kiloleli,TULIENI,Government,EM.15903,-5.9066579,32.9621515
-5.6098242,32.9300928,,Point,TABORA,Sikonge,Igigwa,TUMBILI,Government,EM.10402,-5.6098242,32.9300928
-5.4974535,32.6749463,,Point,TABORA,Sikonge,Tutuo,TUTUO,Government,EM.10403,-5.4974535,32.6749463
-5.7661798,32.7286852,,Point,TABORA,Sikonge,Ipole,UDONGO,Government,EM.8010,-5.7661798,32.7286852
