latitude,longitude,altitude,geometry,REGION,COUNCIL,WARD,SCHOOL_NAM,OWNERSHIP,REGISTRATI,LATITUDE,LONGITUDE
-3.3620171,36.6856885,,Point,ARUSHA,Arusha,Kiranyi,ALBEHIJE,Non-Government,EM.13504,-3.3620171,36.6856885
-3.3579834,36.6780255,,Point,ARUSHA,Arusha,Kiranyi,ARUSHA VICTORY,Non-Government,EM.14963,-3.3579834,36.6780255
-3.385133,36.5491474,,Point,ARUSHA,Arusha,Mateves,ASSALAF,Non-Government,EM.14964,-3.385133,36.5491474
-3.3403253,36.7431434,,Point,ARUSHA,Arusha,Bangata,BANGATA,Government,EM.1865,-3.3403253,36.7431434
-3.3639833,36.5626783,,Point,ARUSHA,Arusha,Mateves,BETHANY,Non-Government,EM.17663,-3.3639833,36.5626783
-3.36329,36.60316,,Point,ARUSHA,Arusha,Olorien,BLUE BELL,Non-Government,EM.17411,-3.36329,36.60316
-3.6076467,36.8447191,,Point,ARUSHA,Arusha,Bwawani,BWAWANI,Government,EM.4030,-3.6076467,36.8447191
-3.3773035,36.5862759,,Point,ARUSHA,Arusha,Mateves,DEANERY,Non-Government,EM.16671,-3.3773035,36.5862759
-3.4506519,36.7924085,,Point,ARUSHA,Arusha,Mlangarini,DINKA,Non-Government,EM.15916,-3.4506519,36.7924085
-3.9392741,36.360456,,Point,ARUSHA,Arusha,Sokon II,EBENEZER,Non-Government,EM.14754,-3.9392741,36.360456
-3.2983403,36.6267205,,Point,ARUSHA,Arusha,Olturumet,EKENYWA,Government,EM.11557,-3.2983403,36.6267205
-3.310745,36.645403,,Point,ARUSHA,Arusha,Olmotonyi,EKICA,Non-Government,EM.17488,-3.310745,36.645403
-3.3080883,36.6489966,,Point,ARUSHA,Arusha,Olmotonyi,EMAOI,Government,EM.6937,-3.3080883,36.6489966
-3.3227865,36.6515627,,Point,ARUSHA,Arusha,Tarakwa,ENDOINYOESOYE,Government,EM.6938,-3.3227865,36.6515627
-3.2379416,36.5442366,,Point,ARUSHA,Arusha,Mwandet,ENGALAONI,Government,EM.4031,-3.2379416,36.5442366
-3.3722475,36.7538238,,Point,ARUSHA,Arusha,Bangata,ENGIKARETI,Government,EM.14567,-3.3722475,36.7538238
-3.3472802,36.6992602,,Point,ARUSHA,Arusha,Moivo,ENGILANG'ET,Non-Government,EM.15190,-3.3472802,36.6992602
-3.2327941,36.6422835,,Point,ARUSHA,Arusha,Lemanyata,ENGORIKA,Government,EM.12373,-3.2327941,36.6422835
-3.0463618,36.7477283,,Point,ARUSHA,Arusha,Oldonyowass,ENGUTUKOIT,Government,EM.10548,-3.0463618,36.7477283
-3.4320129,36.6517247,,Point,ARUSHA,Arusha,Laroi,ENJORO,Government,EM.13505,-3.4320129,36.6517247
-3.3618709,36.6685859,,Point,ARUSHA,Arusha,Kiranyi,ENYUATA,Government,EM.7602,-3.3618709,36.6685859
-3.3373669,36.5598478,,Point,ARUSHA,Arusha,Musa,EUNOTO,Government,EM.14965,-3.3373669,36.5598478
-3.3551844,36.6921826,,Point,ARUSHA,Arusha,Moivo,GOODWILL,Non-Government,EM.14966,-3.3551844,36.6921826
-3.3475766,36.6696166,,Point,ARUSHA,Arusha,Kiranyi,GRACIOUS,Non-Government,EM.15917,-3.3475766,36.6696166
-3.3624253,36.7056632,,Point,ARUSHA,Arusha,Kiutu,GREEN ACRES,Non-Government,EM.9579,-3.3624253,36.7056632
-3.346742,36.7242141,,Point,ARUSHA,Arusha,Kiutu,GREEN PASTURES,Non-Government,EM.17505,-3.346742,36.7242141
-3.4711334,36.6567329,,Point,ARUSHA,Arusha,Laroi,HEDA,Non-Government,EM.17467,-3.4711334,36.6567329
-3.3394526,36.7407011,,Point,ARUSHA,Arusha,Bangata,IKIRWA,Non-Government,EM.15402,-3.3394526,36.7407011
-3.3641707,36.7056296,,Point,ARUSHA,Arusha,Ilboru,ILBORU,Government,EM.656,-3.3641707,36.7056296
-3.3497765,36.6864527,,Point,ARUSHA,Arusha,Ilboru,ILBORU LUTHERAN,Non-Government,EM.16990,-3.3497765,36.6864527
-3.3567017,36.5261733,,Point,ARUSHA,Arusha,Kisongo,ILKERIN,Government,EM.10715,-3.3567017,36.5261733
-3.3178416,36.6848933,,Point,ARUSHA,Arusha,Ilkiding'a,ILKIDING'A,Government,EM.1171,-3.3178416,36.6848933
-3.317492,36.965646,,Point,ARUSHA,Arusha,Ilkiding'a,ILKISONGO,Government,EM.15191,-3.317492,36.965646
-3.356937,36.676662,,Point,ARUSHA,Arusha,Kiranyi,ILKIUREI,Government,EM.10716,-3.356937,36.676662
-3.3622783,36.7075383,,Point,ARUSHA,Arusha,Olmotonyi,ILKONERE,Government,EM.14309,-3.3622783,36.7075383
-3.2264657,36.6184642,,Point,ARUSHA,Arusha,Olkokola,ILKUROT,Government,EM.6939,-3.2264657,36.6184642
-3.2489526,36.5856477,,Point,ARUSHA,Arusha,Mwandet,IMBIBIA,Government,EM.5787,-3.2489526,36.5856477
-3.3179444,36.6455555,,Point,ARUSHA,Arusha,Kimnyaki,ISLONG,Non-Government,EM.15918,-3.3179444,36.6455555
-3.3431873,36.6461204,,Point,ARUSHA,Arusha,Olorien,J.K. NYERERE,Government,EM.10887,-3.3431873,36.6461204
-3.3437167,36.6811666,,Point,ARUSHA,Arusha,Olturoto,JOBREAS,Non-Government,EM.17449,-3.3437167,36.6811666
-3.1876998,36.6591451,,Point,ARUSHA,Arusha,Oldonyosambu,JOSHUA VISION,Non-Government,EM.16991,-3.1876998,36.6591451
-3.3732665,36.5763576,,Point,ARUSHA,Arusha,Mateves,KAMBI YA MAZIWA,Government,EM.6940,-3.3732665,36.5763576
-3.5372021,36.7805231,,Point,ARUSHA,Arusha,Bwawani,KIGONGONI,Government,EM.4032,-3.5372021,36.7805231
-3.3501163,36.6522587,,Point,ARUSHA,Arusha,Olorien,KILIMANJARO,Non-Government,EM.13028,-3.3501163,36.6522587
-3.3154126,36.6547614,,Point,ARUSHA,Arusha,Kimnyaki,KIMNYAKI,Government,EM.5788,-3.3154126,36.6547614
-3.3604433,36.6778,,Point,ARUSHA,Arusha,Kiranyi,KINGDOM,Non-Government,EM.16992,-3.3604433,36.6778
-3.3641707,36.7056296,,Point,ARUSHA,Arusha,Ilkiding'a,KIOGA,Government,EM.4577,-3.3641707,36.7056296
-3.3587783,36.6683699,,Point,ARUSHA,Arusha,Kiranyi,KIRANYI,Government,EM.13029,-3.3587783,36.6683699
-3.4368069,36.7069836,,Point,ARUSHA,Arusha,Mlangarini,KISERIAN,Government,EM.2011,-3.4368069,36.7069836
-3.369725,36.547065,,Point,ARUSHA,Arusha,Kisongo,KISONGO,Government,EM.735,-3.369725,36.547065
-3.580214,36.833073,,Point,ARUSHA,Arusha,Bwawani,LAMOLOKI,Government,EM.11082,-3.580214,36.833073
-3.4958783,36.6267749,,Point,ARUSHA,Arusha,Laroi,LAROI,Government,EM.6941,-3.4958783,36.6267749
-3.26372,36.61808,,Point,ARUSHA,Arusha,Lemanyata,LEMANYATA,Government,EM.2754,-3.26372,36.61808
-3.1982275,36.6338513,,Point,ARUSHA,Arusha,Oldonyosambu,LEMINYOR,Government,EM.6942,-3.1982275,36.6338513
-3.4318583,36.5611199,,Point,ARUSHA,Arusha,Mateves,LEMUGUR,Government,EM.3022,-3.4318583,36.5611199
-3.2224733,36.6038033,,Point,ARUSHA,Arusha,Olkokola,LENGIJAVE,Government,EM.4033,-3.2224733,36.6038033
-3.3975833,36.5051016,,Point,ARUSHA,Arusha,Kisongo,LESIRAA,Government,EM.4578,-3.3975833,36.5051016
-3.3373668,36.559877,,Point,ARUSHA,Arusha,Musa,LIKAMBA,Government,EM.4034,-3.3373668,36.559877
-3.3373667,36.5598467,,Point,ARUSHA,Arusha,Musa,LIKAMBA INTEGRITY,Non-Government,EM.14568,-3.3373667,36.5598467
-3.4087917,36.5432633,,Point,ARUSHA,Arusha,Kisongo,LOOVILUKUNYI,Government,EM.5789,-3.4087917,36.5432633
-3.3470433,36.7034833,,Point,ARUSHA,Arusha,Olturoto,LORUVAN,Government,EM.2343,-3.3470433,36.7034833
-3.5391888,36.6506438,,Point,ARUSHA,Arusha,Mwandet,LOSIKITO,Government,EM.6943,-3.5391888,36.6506438
-3.0473625,36.6981183,,Point,ARUSHA,Arusha,Oldonyowass,LOSINONI,Government,EM.4579,-3.0473625,36.6981183
-3.3833644,36.5864353,,Point,ARUSHA,Arusha,Mateves,MAADILI,Non-Government,EM.17548,-3.3833644,36.5864353
-3.2686734,36.6327869,,Point,ARUSHA,Arusha,Olturumet,MAASAY JOY,Non-Government,EM.14967,-3.2686734,36.6327869
-3.3022721,36.6375616,,Point,ARUSHA,Arusha,Olturumet,MAGRETH ENGLAND BARK,Non-Government,EM.14968,-3.3022721,36.6375616
-3.3539155,36.0075363,,Point,ARUSHA,Arusha,Nduruma,MAJI MOTO,Government,EM.4580,-3.3539155,36.0075363
-3.4546016,36.8054433,,Point,ARUSHA,Arusha,Mlangarini,MANYIRE,Government,EM.6944,-3.4546016,36.8054433
-3.4798152,36.8440208,,Point,ARUSHA,Arusha,Nduruma,MARURANI,Government,EM.4581,-3.4798152,36.8440208
-3.1548698,36.3745156,,Point,ARUSHA,Arusha,Lemanyata,MATIM,Government,EM.12374,-3.1548698,36.3745156
-3.5632833,36.6561466,,Point,ARUSHA,Arusha,Oljoro,MBUYUNI,Government,EM.6945,-3.5632833,36.6561466
-3.3500632,36.3739811,,Point,ARUSHA,Arusha,Ilboru,MIALE,Non-Government,EM.17425,-3.3500632,36.3739811
-3.3684617,36.7531625,,Point,ARUSHA,Arusha,Bangata,MIDAWE,Government,EM.4582,-3.3684617,36.7531625
-3.5679519,36.6531133,,Point,ARUSHA,Arusha,Oljoro,MIRONGOINE,Government,EM.6946,-3.5679519,36.6531133
-3.4507334,36.7924392,,Point,ARUSHA,Arusha,Mlangarini,MLANGARINI,Government,EM.4035,-3.4507334,36.7924392
-3.3470433,36.7034833,,Point,ARUSHA,Arusha,Moivo,MOIVO,Government,EM.13030,-3.3470433,36.7034833
-3.3540036,36.6156082,,Point,ARUSHA,Arusha,Olorien,MRINGA,Government,EM.6947,-3.3540036,36.6156082
-3.4798152,36.8440208,,Point,ARUSHA,Arusha,Nduruma,MSHIKAMANO,Government,EM.13506,-3.4798152,36.8440208
-3.5292372,36.833401,,Point,ARUSHA,Arusha,Bwawani,MUNGUSHI,Government,EM.5790,-3.5292372,36.833401
-3.3224154,36.5205957,,Point,ARUSHA,Arusha,Musa,MUSA,Government,EM.1172,-3.3224154,36.5205957
-3.482045,36.7362017,,Point,ARUSHA,Arusha,Mlangarini,MUUNGANO,Government,EM.9230,-3.482045,36.7362017
-3.5391888,36.6506438,,Point,ARUSHA,Arusha,Mwandet,MWANDETI,Government,EM.1457,-3.5391888,36.6506438
-3.5046799,36.8059825,,Point,ARUSHA,Arusha,Nduruma,MZIMUNI,Government,EM.7603,-3.5046799,36.8059825
-3.3641707,36.7056296,,Point,ARUSHA,Arusha,Sokon II,NAMBERE,Government,EM.6948,-3.3641707,36.7056296
-3.1347033,36.7460733,,Point,ARUSHA,Arusha,Oldonyowass,NAMELOK,Government,EM.15192,-3.1347033,36.7460733
-3.3399363,36.6999421,,Point,ARUSHA,Arusha,Kiranyi,NATEMA,Government,EM.7604,-3.3399363,36.6999421
-3.3516817,36.7147611,,Point,ARUSHA,Arusha,Kiutu,NAUREI,Government,EM.11558,-3.3516817,36.7147611
-3.4749033,36.7937083,,Point,ARUSHA,Arusha,Nduruma,NDURUMA,Government,EM.1173,-3.4749033,36.7937083
-3.3438383,36.4704983,,Point,ARUSHA,Arusha,Musa,NENGUNGU,Government,EM.1562,-3.3438383,36.4704983
-3.3436141,36.6469212,,Point,ARUSHA,Arusha,Olorien,NEW LIFE,Non-Government,EM.13031,-3.3436141,36.6469212
-3.3408047,36.6264302,,Point,ARUSHA,Arusha,Olturumet,NEW VISION,Non-Government,EM.13507,-3.3408047,36.6264302
-3.31586514,36.6382362,,Point,ARUSHA,Arusha,Olturumet,NGARAMTONI,Government,EM.7605,-3.31586514,36.6382362
-3.3322759,36.7329216,,Point,ARUSHA,Arusha,Sokon II,NG'IRESI,Government,EM.4583,-3.3322759,36.7329216
-3.3500612,36.3739801,,Point,ARUSHA,Arusha,Ilboru,NURU,Non-Government,EM.13884,-3.3500612,36.3739801
-3.2233833,36.6046456,,Point,ARUSHA,Arusha,Olkokola,OLBAK,Government,EM.12375,-3.2233833,36.6046456
-3.351912,36.6669001,,Point,ARUSHA,Arusha,Kiranyi,OLCHOKI,Government,EM.3408,-3.351912,36.6669001
-3.2981716,36.5276916,,Point,ARUSHA,Arusha,Musa,OLCHOROVUS,Government,EM.4584,-3.2981716,36.5276916
-3.363306,36.734878,,Point,ARUSHA,Arusha,Sokon II,OLDADAI,Government,EM.603,-3.363306,36.734878
-3.7448033,36.7637083,,Point,ARUSHA,Arusha,Nduruma,OLDENDERETI,Government,EM.11559,-3.7448033,36.7637083
-3.1540333,36.6776233,,Point,ARUSHA,Arusha,Oldonyosambu,OLDONYOSAMBU,Government,EM.2600,-3.1540333,36.6776233
-3.3119375,36.6311844,,Point,ARUSHA,Arusha,Olturoto,OLDONYOSAPUK,Government,EM.990,-3.3119375,36.6311844
-3.1548304,36.6864811,,Point,ARUSHA,Arusha,Oldonyowass,OLDONYOWAS,Government,EM.8199,-3.1548304,36.6864811
-3.5189833,36.6075883,,Point,ARUSHA,Arusha,Laroi,OLEMEDEYE,Government,EM.15193,-3.5189833,36.6075883
-3.3423317,36.7228777,,Point,ARUSHA,Arusha,Kiutu,OLGILAI,Government,EM.4585,-3.3423317,36.7228777
-3.5809598,36.6780255,,Point,ARUSHA,Arusha,Oljoro,OLJORO,Government,EM.3023,-3.5809598,36.6780255
-3.2317394,36.6112483,,Point,ARUSHA,Arusha,Lemanyata,OLKOKOLA,Government,EM.1174,-3.2317394,36.6112483
-3.2910419,36.6493041,,Point,ARUSHA,Arusha,Olmotonyi,OLMOTONYI,Government,EM.2210,-3.2910419,36.6493041
-3.3046096,36.6716773,,Point,ARUSHA,Arusha,Kimnyaki,OLMRINGIRINGA,Government,EM.4586,-3.3046096,36.6716773
-3.3222531,36.6331767,,Point,ARUSHA,Arusha,Olorien,OLOIRIEN VALLEY,Non-Government,EM.11083,-3.3222531,36.6331767
-3.5046699,36.8059715,,Point,ARUSHA,Arusha,Bwawani,OLOKII,Government,EM.2012,-3.5046699,36.8059715
-3.4079187,36.7623152,,Point,ARUSHA,Arusha,Mlangarini,OLOMITU,Government,EM.11560,-3.4079187,36.7623152
-3.3451606,36.6477138,,Point,ARUSHA,Arusha,Olorien,OLOSIVA,Government,EM.7606,-3.3451606,36.6477138
-3.3647191,36.6093081,,Point,ARUSHA,Arusha,Olturumet,OLTURMET,Government,EM.4587,-3.3647191,36.6093081
-3.33370166,36.6891666,,Point,ARUSHA,Arusha,Olturoto,OLTUROTO,Government,EM.991,-3.33370166,36.6891666
-3.389213,36.543736,,Point,ARUSHA,Arusha,Kisongo,PELICAN,Non-Government,EM.17427,-3.389213,36.543736
-3.3125455,36.64241,,Point,ARUSHA,Arusha,Olmotonyi,ROCKLAND,Non-Government,EM.17496,-3.3125455,36.64241
-3.662546,36.6234615,,Point,ARUSHA,Arusha,Olmotonyi,SAIDE,Non-Government,EM.15919,-3.662546,36.6234615
-3.2965333,36.6700454,,Point,ARUSHA,Arusha,Sambasha,SAMBASHA,Government,EM.2856,-3.2965333,36.6700454
-3.5838,36.7864,,Point,ARUSHA,Arusha,Nduruma,SAMMENA,Non-Government,EM.17569,-3.5838,36.7864
-3.4029702,36.6994847,,Point,ARUSHA,Arusha,Laroi,SAMWA,Non-Government,EM.16672,-3.4029702,36.6994847
-3.3656505,36.7619751,,Point,ARUSHA,Arusha,Bangata,SASI,Government,EM.3409,-3.3656505,36.7619751
-3.3634156,36.7667873,,Point,ARUSHA,Arusha,Kisongo,SEIA EBENEZER,Non-Government,EM.16673,-3.3634156,36.7667873
-3.3574107,36.7166343,,Point,ARUSHA,Arusha,Kiutu,SEKEI,Government,EM.992,-3.3574107,36.7166343
-3.3159938,36.6504252,,Point,ARUSHA,Arusha,Kimnyaki,SELIAN,Government,EM.335,-3.3159938,36.6504252
-3.3605,36.6971,,Point,ARUSHA,Arusha,Moivo,SHINNING STAR,Non-Government,EM.17380,-3.3605,36.6971
-3.5354545,36.6442353,,Point,ARUSHA,Arusha,Oljoro,SITTI MWINYI,Government,EM.9231,-3.5354545,36.6442353
-3.5967621,36.6996712,,Point,ARUSHA,Arusha,Bwawani,SONGAMBELE,Government,EM.14310,-3.5967621,36.6996712
-3.3082129,36.6378041,,Point,ARUSHA,Arusha,Olturumet,SOS HERMAN,Non-Government,EM.12376,-3.3082129,36.6378041
-3.38768,36.7388631,,Point,ARUSHA,Arusha,Moivo,SOTWA WILSON,Non-Government,EM.13885,-3.38768,36.7388631
-3.7417673,36.4787644,,Point,ARUSHA,Arusha,Kiranyi,ST. AUGUSTINE,Non-Government,EM.15194,-3.7417673,36.4787644
-3.3717041,36.5805175,,Point,ARUSHA,Arusha,Kisongo,ST. MARGRETH,Non-Government,EM.11561,-3.3717041,36.5805175
-3.3554453,36.6781483,,Point,ARUSHA,Arusha,Kiranyi,ST. PIUS,Non-Government,EM.16993,-3.3554453,36.6781483
-3.179993,36.649904,,Point,ARUSHA,Arusha,Kiutu,ST.PAUL,Non-Government,EM.14569,-3.179993,36.649904
-3.5967623,36.6996714,,Point,ARUSHA,Arusha,Bwawani,THEMI YA SIMBA,Government,EM.5791,-3.5967623,36.6996714
-3.2980756,36.6700733,,Point,ARUSHA,Arusha,Sambasha,TIMBOLO,Government,EM.11084,-3.2980756,36.6700733
-3.3541965,36.6522091,,Point,ARUSHA,Arusha,Olorien,TRUST ST. PATRICK,Non-Government,EM.10888,-3.3541965,36.6522091
-3.7349033,36.7737083,,Point,ARUSHA,Arusha,Nduruma,UMOJA,Government,EM.11562,-3.7349033,36.7737083
-3.357785,36.7179266,,Point,ARUSHA,Arusha,Sokon II,WILKABAA,Non-Government,EM.13886,-3.357785,36.7179266
-3.5563652,36.6400394,,Point,ARUSHA,Arusha,Oljoro,WINNERS,Non-Government,EM.17412,-3.5563652,36.6400394
-3.3874027,36.5539942,,Point,ARUSHA,Arusha,Kisongo,YAKINI,Non-Government,EM.14311,-3.3874027,36.5539942
-3.3852664,36.6709666,,Point,ARUSHA,Arusha CC,Sombetini,ANGELICO LIPAN,Non-Government,EM.10889,-3.3852664,36.6709666
-3.4179135,36.66439,,Point,ARUSHA,Arusha CC,Olasiti,ARUSHA ALLIANCE,Non-Government,EM.14312,-3.4179135,36.66439
-3.3634187,36.6580771,,Point,ARUSHA,Arusha CC,Elerai,ARUSHA INTEGRATED,Non-Government,EM.11085,-3.3634187,36.6580771
-3.375285,36.683857,,Point,ARUSHA,Arusha CC,Levolosi,ARUSHA MERU INT.SCHOOL,Non-Government,EM.14313,-3.375285,36.683857
-3.3605817,36.6609211,,Point,ARUSHA,Arusha CC,Elerai,ARUSHA MODERN,Non-Government,EM.10890,-3.3605817,36.6609211
-3.3760433,36.6941067,,Point,ARUSHA,Arusha CC,Themi,ARUSHA SCHOOL,Government,EM.180,-3.3760433,36.6941067
-3.3841364,36.7071053,,Point,ARUSHA,Arusha CC,Oloirien,ASSUMPTION,Non-Government,EM.11563,-3.3841364,36.7071053
-3.3641475,36.6622336,,Point,ARUSHA,Arusha CC,Elerai,AZIMIO,Government,EM.14314,-3.3641475,36.6622336
-3.3887066,36.737565,,Point,ARUSHA,Arusha CC,Baraa,BARAA,Government,EM.8200,-3.3887066,36.737565
-3.3995088,36.6700833,,Point,ARUSHA,Arusha CC,Sokoni I,BARBRA SCHOOL,Non-Government,EM.14969,-3.3995088,36.6700833
-3.3883282,36.710052,,Point,ARUSHA,Arusha CC,Oloirien,BIBLE BAPTIST,Non-Government,EM.14570,-3.3883282,36.710052
-3.376211,36.729585,,Point,ARUSHA,Arusha CC,Baraa,BRIGHT FUTURE,Non-Government,EM.15920,-3.376211,36.729585
-3.3648532,36.6614862,,Point,ARUSHA,Arusha CC,Elerai,BURKA,Government,EM.2013,-3.3648532,36.6614862
-3.412956,36.63888,,Point,ARUSHA,Arusha CC,Olasiti,BURKA ESTATE,Government,EM.8201,-3.412956,36.63888
-3.4052699,36.6662027,,Point,ARUSHA,Arusha CC,Sinoni,CAMP JOSHUA,Non-Government,EM.14970,-3.4052699,36.6662027
-3.3777067,36.6523993,,Point,ARUSHA,Arusha CC,Olmoti,CANAAN,Non-Government,EM.13033,-3.3777067,36.6523993
-3.4572736,36.7102387,,Point,ARUSHA,Arusha CC,Baraa,CANOSSA,Non-Government,EM.14315,-3.4572736,36.7102387
-3.3657887,36.674446,,Point,ARUSHA,Arusha CC,Olasiti,CARMEL,Non-Government,EM.16674,-3.3657887,36.674446
-3.4724237,36.6684748,,Point,ARUSHA,Arusha CC,Muriet,CHETI,Non-Government,EM.14971,-3.4724237,36.6684748
-3.3869259,36.6829952,,Point,ARUSHA,Arusha CC,Sokoni I,CLASSIC,Non-Government,EM.16994,-3.3869259,36.6829952
-3.386763,36.694123,,Point,ARUSHA,Arusha CC,Daraja Ii,DARAJA MBILI,Government,EM.10410,-3.386763,36.694123
-3.4190654,36.6615265,,Point,ARUSHA,Arusha CC,Sokoni I,DOMINION,Non-Government,EM.15195,-3.4190654,36.6615265
-3.3729361,36.6567847,,Point,ARUSHA,Arusha CC,Elerai,ELERAI,Government,EM.11086,-3.3729361,36.6567847
-3.3881652,36.7319431,,Point,ARUSHA,Arusha CC,Baraa,ELYON,Non-Government,EM.16675,-3.3881652,36.7319431
-3.3885302,36.6963438,,Point,ARUSHA,Arusha CC,Daraja Ii,ENALEPO,Non-Government,EM.13034,-3.3885302,36.6963438
-3.361385,36.6712933,,Point,ARUSHA,Arusha CC,Ngarenaro,ENGARENAROK LUTH. TETRA,Non-Government,EM.10411,-3.361385,36.6712933
-3.3940816,36.6975333,,Point,ARUSHA,Arusha CC,Themi,ENGIRA,Government,EM.10549,-3.3940816,36.6975333
-3.416155,36.6879112,,Point,ARUSHA,Arusha CC,Sinoni,ENGOSENGIU,Government,EM.2101,-3.416155,36.6879112
-3.3915846,36.738533,,Point,ARUSHA,Arusha CC,Muriet,ENYORATA,Non-Government,EM.17476,-3.3915846,36.738533
-3.3698883,36.719115,,Point,ARUSHA,Arusha CC,Kimandolu,ERETO,Non-Government,EM.17658,-3.3698883,36.719115
-3.36332,36.70027,,Point,ARUSHA,Arusha CC,Sekei,ERNEST MEYNER,Non-Government,EM.16676,-3.36332,36.70027
-3.401541,36.6751321,,Point,ARUSHA,Arusha CC,Sokoni I,ESA,Non-Government,EM.14316,-3.401541,36.6751321
-3.4230233,36.6613913,,Point,ARUSHA,Arusha CC,Muriet,ESERIAN,Non-Government,EM.15921,-3.4230233,36.6613913
-3.4076327,36.6829956,,Point,ARUSHA,Arusha CC,Sinoni,GHATI MEMORIAL,Non-Government,EM.14972,-3.4076327,36.6829956
-3.3957777,36.6736666,,Point,ARUSHA,Arusha CC,Sokoni I,GLORIOUS SCHOOL,Non-Government,EM.15196,-3.3957777,36.6736666
-3.3871483,36.7328517,,Point,ARUSHA,Arusha CC,Baraa,GLORYLAND,Non-Government,EM.15922,-3.3871483,36.7328517
-3.4064473,36.6675744,,Point,ARUSHA,Arusha CC,Sokoni I,GOLGOTHA,Non-Government,EM.15403,-3.4064473,36.6675744
-3.3999933,36.6678908,,Point,ARUSHA,Arusha CC,Sombetini,GOOD HOPE,Non-Government,EM.15197,-3.3999933,36.6678908
-3.4557663,36.6526501,,Point,ARUSHA,Arusha CC,Muriet,GOSHENI BLESSED,Non-Government,EM.17520,-3.4557663,36.6526501
-3.3893041,36.6643634,,Point,ARUSHA,Arusha CC,Sombetini,GREEN VALLEY,Non-Government,EM.12377,-3.3893041,36.6643634
-3.3646697,36.6715656,,Point,ARUSHA,Arusha CC,Sakina,GREENWHICH,Non-Government,EM.16996,-3.3646697,36.6715656
-3.3940461,36.6654966,,Point,ARUSHA,Arusha CC,Osunyai Jr,HADY,Non-Government,EM.12378,-3.3940461,36.6654966
-3.425623,36.709255,,Point,ARUSHA,Arusha CC,Baraa,HAZINA MISSION,Non-Government,EM.16997,-3.425623,36.709255
-3.4557768,36.6526512,,Point,ARUSHA,Arusha CC,Muriet,HEALSUN,Non-Government,EM.15923,-3.4557768,36.6526512
-3.400161,36.740033,,Point,ARUSHA,Arusha CC,Moshono,HEAVEN,Non-Government,EM.16998,-3.400161,36.740033
-3.4215342,36.6630579,,Point,ARUSHA,Arusha CC,Muriet,HIGH CHALLENGE,Non-Government,EM.14755,-3.4215342,36.6630579
-3.3864312,36.6601566,,Point,ARUSHA,Arusha CC,Sombetini,HIGH VIEW,Non-Government,EM.13035,-3.3864312,36.6601566
-3.3941999,36.7067188,,Point,ARUSHA,Arusha CC,Themi,HIGHRIDGE,Non-Government,EM.10891,-3.3941999,36.7067188
-3.399049,36.7383433,,Point,ARUSHA,Arusha CC,Moshono,HOPE,Non-Government,EM.13887,-3.399049,36.7383433
-3.38554,36.668504,,Point,ARUSHA,Arusha CC,Osunyai Jr,IMANI SCHOOL,Non-Government,EM.10892,-3.38554,36.668504
-3.4443374,36.7090329,,Point,ARUSHA,Arusha CC,Terrat,INTEGRITY,Non-Government,EM.14973,-3.4443374,36.7090329
-3.4575255,36.70095,,Point,ARUSHA,Arusha CC,Terrat,INTEL SCHOOLS,Non-Government,EM.15198,-3.4575255,36.70095
-3.407183,36.721328,,Point,ARUSHA,Arusha CC,Muriet,JITIHADA,Non-Government,EM.16677,-3.407183,36.721328
-3.36221,36.65966,,Point,ARUSHA,Arusha CC,Elerai,JOSEPH SCHOOL,Non-Government,EM.12379,-3.36221,36.65966
-3.45472,36.7109652,,Point,ARUSHA,Arusha CC,Moshono,JOSHUA,Non-Government,EM.15924,-3.45472,36.7109652
-3.3673166,36.6897459,,Point,ARUSHA,Arusha CC,Kaloleni,KALOLENI,Government,EM.1563,-3.3673166,36.6897459
-3.376673,36.7048666,,Point,ARUSHA,Arusha CC,Sekei,KIJENGE,Government,EM.2857,-3.376673,36.7048666
-3.3683767,36.7045549,,Point,ARUSHA,Arusha CC,Kimandolu,KIMANDOLU,Government,EM.1564,-3.3683767,36.7045549
-3.370864,36.71531,,Point,ARUSHA,Arusha CC,Kimandolu,KIMANDOLU LUTHERAN,Non-Government,EM.11565,-3.370864,36.71531
-3.4316581,36.6732023,,Point,ARUSHA,Arusha CC,Muriet,KING DAVID,Non-Government,EM.15925,-3.4316581,36.6732023
-3.4487133,36.672925,,Point,ARUSHA,Arusha CC,Muriet,KISIMANI,Government,EM.15404,-3.4487133,36.672925
-3.3887586,36.716045,,Point,ARUSHA,Arusha CC,Kimandolu,LADY OF MERCY,Non-Government,EM.13888,-3.3887586,36.716045
-3.4033093,36.7002712,,Point,ARUSHA,Arusha CC,Lemara,LEMARA,Government,EM.5792,-3.4033093,36.7002712
-3.3674863,36.6813965,,Point,ARUSHA,Arusha CC,Levolosi,LEVOLOSI,Government,EM.8275,-3.3674863,36.6813965
-3.3656971,36.6738176,,Point,ARUSHA,Arusha CC,Ngarenaro,LISE,Non-Government,EM.12380,-3.3656971,36.6738176
-3.3882633,36.7133133,,Point,ARUSHA,Arusha CC,Oloirien,LOAMO,Non-Government,EM.12381,-3.3882633,36.7133133
-3.5344623,36.6908775,,Point,ARUSHA,Arusha CC,Muriet,LOSIYO,Government,EM.16678,-3.5344623,36.6908775
-3.4101138,36.6554973,,Point,ARUSHA,Arusha CC,Olasiti,LUCKY VICENT,Non-Government,EM.13508,-3.4101138,36.6554973
